key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_findagrave,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
f0070fde,f0070fde-cd7c-4c64-ad55-b6696b787963,,,,spragu007---,,,,,,,Sprague,,,,,,,,,,,,1951,1951,,,,,,,,,,,,,,
f0071400,f0071400-c99a-4df6-8dc9-719d63173854,,,,spence000gar,,,,,,,Spencer,Garett,Garett,,,,,,,,,,,,,,2016,2016,,,,,,,,,,
f0073df3,f0073df3-1d10-4cf7-9c07-f8af149ac91f,,,,finn--002fra,,,,,,,Finn,Francis,Francis,,,,,,,,,,1931,1931,,,,,,,,,,,,,,
f007484c,f007484c-6f63-4841-9364-cabf40e9d3b8,,,,englis006---,,,,,,,English,,,,,,,,,,,,1927,1927,,,,,,,,,,,,,,
f00752af,f00752af-d8d0-4359-a2b5-7e1fdb6058c6,691251,,,lara--002and,,,,,,,Lara,Andry,Andry Jose,,Salas,,2003,1,6,,,,2021,2022,,,,,,,,,,,,,,
f007e2f3,f007e2f3-df7a-424a-bedc-44d47647b8d2,,,,lekvin000kol,,,,,,,Lekvin,Kole,Kole,,,,,,,,,,,,,,2018,2018,,,,,,,,,,
f007e947,f007e947-2b25-411e-8e7c-fa3a903fba9e,,,,yuasa-000ats,,41845138,,,,,Yuasa,Atsuki,Atsuki,,,,1999,7,17,,,,2019,2022,,,,,,,,,,,,,,
f007f6c3,f007f6c3-f7d6-46e1-988b-725e6d6ce5b4,,,,collaz000aar,,,,,,,Collazo,Aaron,Aaron,,,,,,,,,,,,,,2017,2017,,,,,,,,,,
f0082a1b,f0082a1b-f0e1-43cb-89f6-df50fb25e73a,466671,,,ocando001sti,,,,,,,Ocando,Stewart,Stiwar U.,,,,1977,11,12,,,,1995,1995,,,,,,,,,,,,,,
f0084c11,f0084c11-b04b-4f27-9a36-6476d7a02e79,444061,,,waldro001bra,,,,,,,Waldron,Brad,Bradley Jon,,,,1977,4,17,,,,1998,2000,,,,,,,,,,,,,,
f0086eea,f0086eea-4311-434e-82e8-3de9c2ad47f0,,,,johnst004tho,,,,,,,Johnston,Thomas,Thomas,,,,,,,,,,,,,,2021,2021,,,,,,,,,,
f008c10d,f008c10d-d0ca-4988-a34c-a3bd231ee0c0,,,,noyes-000dev,,,,,,,Noyes,Devon,Devon,,,,,,,,,,,,,,2019,2019,,,,,,,,,,
f008cb5f,f008cb5f-21fb-499a-8a0f-370e77f233ac,,,,mcderm005mic,,,,,,,McDermott,Michael,Michael,,,,,,,,,,,,,,2016,2018,,,,,,,,,,
f00973f0,f00973f0-2009-4f82-ad0a-549ca8101b6c,,,,mcthen000don,,,,,,,McTheney,Donald,Donald,,,,,,,,,,1952,1952,,,,,,,,,,,,,,
f009ad2e,f009ad2e-4b92-454a-a945-265e76ec9c9b,,,,angulo001gab,,,,,,,Angulo,Gabby,Gabby,,,,,,,,,,1994,1995,,,,,,,,,,,,,,
f009b03c,f009b03c-e013-44a6-b4bf-80603b6a2167,,,,jack--001zel,,,,,,103127500,Jack,Zelman,Zelman Lee,,,,1946,,,1971,12,23,1965,1971,,,,,,,,,,,,,,
f009c275,f009c275-8cb6-460d-b9d4-32600311c35c,,,,adams-002fra,,,,,,,Adams,Frank,Frank,,,,,,,,,,,,,,,,,,,,,,1905,1905,,
f009fb64,f009fb64-57d9-42fc-9bc8-15c62ac82e3c,,,,pregul000gar,,,,,,,Pregulman,Garrison,Garrison,,,,,,,,,,,,,,2022,2023,,,,,,,,,,
f00a5634,f00a5634-5156-4406-8e7e-8ac991ab8a36,,cread101,creacde01,creacy000ad-,,,,,,,Creacy,Dewey,Albert Dewey,,,A. D.,1900,4,13,1984,11,17,1924,1938,1924,1938,,,,,,,,,,,,
f00a686d,f00a686d-1053-4e09-b4f0-fc4c03bcd3bf,573108,,,racoba001ric,,,,,,,Racobaldo,Richard,Richard X.,,,,1985,7,10,,,,2009,2010,,,,,,,,,,,,,,
f00abfd3,f00abfd3-86b5-49f0-8b1f-171f3042921f,,,,nakamu000sak,,,,,,,Nakamura,Sakae,Sakae,,,,1923,4,24,1998,10,29,1942,1956,,,,,,,,,,,,,,
f00b1100,f00b1100-9466-4a6a-95c1-c13ac6f45d47,801647,,,solomo000kol,,,,,,,Solomon,Kolby,Kolby,,,,2003,1,31,,,,,,,,,,,,,,,,,,,
f00bbde9,f00bbde9-4eb9-4b24-ba7a-64c6671bb8f0,,,,viljan000kri,,,,,,,Viljanen,Kristian,Kristian,,,,,,,,,,,,,,2019,2019,,,,,,,,,,
f00bcbc8,f00bcbc8-aa05-49d3-82f4-628ec8c7d69f,440565,,,willia002tho,,,,,,,Williams,Tom,Thomas E.,,,,1976,1,30,,,,1997,1998,,,,,,,,,,,,,,
f00bdd04,f00bdd04-248c-4d25-8f9c-fa233bc510a7,,,,hill--004dal,,,,,,,Hill,Daley,Daley,,,,,,,,,,,,,,2011,2011,,,,,,,,,,
f00c199c,f00c199c-d97a-4b7a-b788-b8cf72a80f5f,,,,schopp001aug,,,,,,,Schoppman,August,August,,,,,,,,,,1940,1940,,,,,,,,,,,,,,
f00c2889,f00c2889-c5d1-470d-aed0-ab7090ccb097,476611,,,lukevi001mit,,,,,,,Lukevics,Mitch,Mitchell Stephen,,,,1953,12,3,,,,1975,1980,,,,,,,,,,,,,,
f00c3685,f00c3685-8d2f-4707-98b3-10dc9ce5a8f7,663667,,,mckay-000col,,,,,,,McKay,Cole,Ryan Cole,,,,1997,1,12,,,,,,,,2016,2020,,,,,,,,,,
f00c62e1,f00c62e1-c26e-4083-b83c-f1dd9ef5301e,,,,burton000zac,,,,,,,Burton,Zach,Zach,,,,,,,,,,,,,,2016,2019,,,,,,,,,,
f00c7e83,f00c7e83-7beb-4e19-91ff-75380dc122bb,,,,ridgel001---,,,,,,,Ridgell,,,,,,,,,,,,1928,1928,,,,,,,,,,,,,,
f00cefc4,f00cefc4-d0f9-445b-aae6-4c2678bd1f89,,,,kim---002jos,,,,,,,Kim,Josh,Josh,,,,,,,,,,,,,,2022,2023,,,,,,,,,,
f00cf29c,f00cf29c-b3c5-4bf8-8c4d-41fe1939728e,,,,mcclai001hom,,,,,,,McClain,Homer,Homer Richard,,,,1940,,,,,,1962,1962,,,,,,,,,,,,,,
f00d003a,f00d003a-b664-4313-9b37-64fa7657a99b,,,,walker002ale,,,,,,,Walker,Alex,Alex,,,,,,,,,,,,,,,,,,,,,,,,,
f00d0150,f00d0150-bcb7-4d8b-925d-b12c2ace90c0,,,,nunez-000tyl,,,,,,,Nunez,Tyler,Tyler,,,,,,,,,,,,,,2017,2019,,,,,,,,,,
f00d0334,f00d0334-c7e2-4c5e-b169-99fa59bf7e06,688774,,,neal--000nic,,,,,,,Neal,Nick,Nick Jeremiah,,,,2001,10,4,,,,,,,,,,,,,,,,,,,
f00d05d3,f00d05d3-674a-40ff-9904-48ca098341d0,,,,schaub009---,,,,,,,Schaub,,,,,,,,,,,,1888,1888,,,,,,,,,,,,,,
f00d0fc4,f00d0fc4-12c1-4899-91fc-ea9b4ec645de,690258,,,bridge000zac,,,,,,,Bridges,Zachary,Zachary Keith,,,,1997,12,30,,,,,,,,2018,2021,,,,,,,,,,
f00d3920,f00d3920-ae52-4db5-9430-c2f6797b2a06,,,,carbon000roi,,,,,,,Carbonell,Roilán,Roilán,,Arango,,,,,,,,1998,1998,,,,,,,,,,,,,,
f00d43bc,f00d43bc-f3b0-4de6-ae76-b8b62582af2e,,,,wilhel001wil,,,,,,,Wilhelm,Bill,William Hugh,,,,1929,6,11,2010,12,24,1950,1957,,,,,,,,,1958,1993,,,,
f00d8771,f00d8771-64e0-4f78-b679-518877cabe57,,,,fresch001---,,,,,,,Freschi,,,,,,,,,,,,1928,1929,,,,,,,,,,,,,,
f00d9195,f00d9195-d36c-463c-b5ee-828a5e61584d,,,,schule002---,,,,,,,Schuler,,,,,,,,,,,,1921,1921,,,,,,,,,,,,,,
f00dbddf,f00dbddf-536b-430e-bc0b-9478a7127ce1,,,,olmo--000bre,,,,,,,Olmo,Brentt,Brentt,,,,,,,,,,,,,,2022,2023,,,,,,,,,,
f00dbf01,f00dbf01-3417-48b7-a038-8968e78e08d1,622528,,,torrea000jer,,,,,,,Torrealba,Jervis,Jervis Alejandro,,Ugueto,,1995,6,9,,,,2012,2015,,,,,,,,,,,,,,
f00e224b,f00e224b-e433-4920-a9fd-07dc72b57d97,,,,biancu000vin,,,,,,,Biancuzzo,Vinny,Vinny,,,,,,,,,,,,,,2018,2018,,,,,,,,,,
f00e4c97,f00e4c97-ddd7-4bc1-97fe-4e0260ac9336,,,,kearne011---,,,,,,,Kearnes,,,,,,,,,,,,1905,1905,,,,,,,,,,,,,,
f00e4cbb,f00e4cbb-8f1c-4202-a5b1-59b3dd2f0a8f,,,,thomps000kik,,,,,,,Thompson,Kiko,Kiko,,,,,,,,,,,,,,2014,2014,,,,,,,,,,
f00e5ef3,f00e5ef3-59f3-4e85-9175-31f3dc3dd95d,443647,,,alliso001fri,,,,,,,Allison,Fritz,Fritz Cory,,,,1972,9,7,,,,1994,1994,,,,,,,,,,,,,,
f00e94e0,f00e94e0-77fc-435b-9a14-95761e21db13,,,,sepe--000jon,,,,,,,Sepe,Jon,Jon,,,,,,,,,,,,,,2021,2022,,,,,,,,,,
f00e996a,f00e996a-c749-4245-a642-d9bcedb64ad8,,,,stiner000kyl,,,,,,,Stiner,Kyle,Kyle,,,,,,,,,,,,,,2009,2012,,,,,,,,,,
f00ec2fd,f00ec2fd-53be-4dd7-bb9e-9f1ab5d14a46,,,,gula--001geo,,,,,,,Gula,George,George,,,,,,,,,,1944,1944,,,,,,,,,,,,,,
f00ec9dc,f00ec9dc-9c03-4f71-bf97-0b9d24a03e3c,,,,witham001jam,,,,,,,Witham,James,James H.,,,,1912,,,,,,1935,1940,,,,,,,,,,,,,,
f00eed7e,f00eed7e-4305-4943-a090-6ce2447613d9,,,,heenam001---,,,,,,,Heenam,,,,,,,,,,,,1941,1941,,,,,,,,,,,,,,
f00f14f9,f00f14f9-0e41-4c92-9cb2-70ae5c0458b9,,,,peters002wil,,,,,,,Peters,William,William Thomas,,,,1925,,,,,,1950,1951,,,,,,,,,,,,,,
f00f2456,f00f2456-1e78-4147-93e8-21bf5b199cd1,,,,yuvan-001mel,,,,,,,Yuvan,Melvin,Melvin,,,,,,,,,,1946,1946,,,,,,,,,,,,,,
f00f351b,f00f351b-d261-48c3-afe4-dc5b3352e975,,,,welch-006rob,,,,,,,Welch,Robert,Robert,,,,,,,,,,,,,,,,,,,,,,,,,
f00f3a48,f00f3a48-66ea-4a6b-b3d3-747b999981f5,,,,sellar001a--,,,,,,,Sellars,A. D.,A. D.,,,,,,,,,,1951,1951,,,,,,,,,,,,,,
f00f45ad,f00f45ad-a8d3-4ae1-95b2-fe72681b37c0,,,,hwang-001seo,,,,,,,Hwang,Seong-gi,Seong-gi,,,,1977,6,9,,,,1996,2002,,,,,,,,,,,,,,
f00f5ff7,f00f5ff7-5a4b-4208-a2b7-be0357741983,456440,,,fortin001mic,,,,,,,Fortin,Michael,Michael Richard,,,,1977,7,31,,,,2000,2001,,,,,,,,,,,,,,
f00f9fe1,f00f9fe1-fdca-4a87-be0f-471e068517fd,,,,winslo001cha,,,,,,,Winslow,Chuck,Charles Franklin,,,,1934,9,13,1979,8,,1953,1953,,,,,,,,,,,,,,
f00fc1e9,f00fc1e9-a83d-4e80-987b-11a7c9756b89,,,,coving001b--,,,,,,,Covington,Bobby,Robert L.,,,,1890,,,,,,1914,1925,,,,,,,,,,,,,,
f00fe353,f00fe353-99b8-4b1f-97a0-f95ac5d7ba8f,,,,leonar002jac,,,,,,,Leonard,Jack,Jack,,,,,,,,,,,,,,,,,,,,,,,,,
f0100027,f0100027-3814-4a1a-884b-df11ab4283c2,,,,,,,,,,,Miraglia,Presley,Presley,,,,,,,,,,,,,,,,,,,,,,,,,
f0100c59,f0100c59-9123-4758-9659-97524b41f050,,,,detoia001jos,,,,,,,DeToia,Joseph,Joseph V.,,,,1926,,,,,,1947,1950,,,,,,,,,,,,,,
f01033ae,f01033ae-30ac-4f70-a070-63ef19bf4af6,,,,engesw000jt-,,,,,,,Engeswick,J. T.,J. T.,,,,,,,,,,,,,,2018,2019,,,,,,,,,,
f0103948,f0103948-5187-4b30-b067-b880f4261a9e,,,,jackso000jen,,,,,,,Jackson,Jenner,Jenner,,,,,,,,,,,,,,2017,2018,,,,,,,,,,
f0106836,f0106836-4a2f-4c2b-befa-21dcc198bff9,111844,byrnm101,byrnemi01,byrnes001mil,1001800,,,,,,Byrnes,Milt,Milton John,,,Skippy,1916,11,15,1979,2,1,1936,1951,1943,1945,,,,,,,,,,,,
f010b948,f010b948-2aaa-4455-be41-a0b3487638b4,,,,gonzal001jac,,,,,,,Gonzalez,Jack,Jack,,,,1997,4,20,,,,,,,,2016,2021,,,,,,,,,,
f010d2fa,f010d2fa-e2e9-46ff-98c8-95679488d353,,,,owens-000bai,,,,,,,Owens,Bailey,Bailey,,,,,,,,,,,,,,2019,2020,,,,,,,,,,
f010d423,f010d423-1233-4508-a89f-a5b34c5a5cba,,,,wojnar001rud,,,,,,,Wojnarowski,Rudolph,Rudolph J.,,,,1928,,,,,,1947,1950,,,,,,,,,,,,,,
f0118d45,f0118d45-5939-483f-9cea-3205fc7748a7,,,,bramle000par,,,,,,,Bramlett,Parker,Parker,,,,,,,,,,,,,,2018,2021,,,,,,,,,,
f0119049,f0119049-68af-43df-8449-9fd8e4648ed7,,,,pifer-000isa,,,,,,,Pifer,Isaac,Isaac,,,,,,,,,,,,,,2014,2014,,,,,,,,,,
f011b556,f011b556-7bc9-4539-ab11-50926320610c,,,,etchev000joe,,,,,,,Etcheverry,Joe,Joe,,,,,,,,,,,,,,2009,2011,,,,,,,,,,
f011cf7c,f011cf7c-9ef7-4bc0-a2e1-bc5e8e9caaa4,,,,post--001car,,,,,,,Post,Jim,Carlton Orville,,,,1926,2,2,1993,3,5,1947,1959,,,,,1951,1951,,,,,,,,
f011f753,f011f753-9bea-463d-938b-e21f65eede14,,,,woods-000ear,,,,,,,Woods,Earl,Earl,,,,,,,,,,,,,,1952,1953,,,,,,,,,,
f012271b,f012271b-5fa8-4040-aea8-c70a44061a10,684046,,,rivas-006jos,,,,,,,Rivas,Jose,Jose Gregorio,,Veliz,,2001,12,20,,,,2019,2022,,,,,,,,,,,,,,
f012429d,f012429d-94d3-44c4-a81b-0bc649d16569,,,,sanche009ang,,,,,,,Sánchez,Ángel,Ángel,,Cabello,,,,,,,,1990,1998,,,,,,,,,,,,,,
f0126221,f0126221-d471-4de3-9f77-d028ba3822ce,,,,warwic001wal,,,,,,,Warwick,Walter,Walter Philip,,,,1888,3,20,1972,1,12,1908,1923,,,,,,,,,,,,,,
f0126c8b,f0126c8b-1385-41aa-a127-b605ffeefd54,,,,bass--001how,,,,,,,Bass,Howard,Howard T.,,,,1920,,,,,,1941,1949,,,,,,,,,,,,,,
f0127d0e,f0127d0e-2324-461e-8958-6534c7889b8f,,,,rosche000jim,,,,,,,Roschell,Jimmy,Jimmy,,,,,,,,,,,,,,,,,,,,2000,2000,,,,
f012bfd4,f012bfd4-73c0-4a1c-9788-3e4c615b4e35,,,,huntle000mic,,,,,,,Huntley,Michel,Michel C.,,,,,,,,,,,,,,,,,,,,1926,1928,,,,
f0132f43,f0132f43-292b-4da0-b9c9-f4cdd94295a5,,,,burger000kyl,,,,,,,Burger,Kyle,Kyle,,,,1994,11,25,,,,,,,,2014,2018,,,,,,,,,,
f0133738,f0133738-3551-4f7a-9698-9f909759b9bf,119149,millb101,millsbr01,mills-002jam,1008952,,,,,,Mills,Brad,James Bradley,,,,1957,1,19,,,,1979,1986,1980,1983,1976,1979,1987,2017,2005,2017,,,,,,
f013417a,f013417a-6c5d-47a7-9088-32184d6169ac,,,,canarr000nic,,,,,,,Canarr,Nick,Nick,,,,,,,,,,,,,,2020,2020,,,,,,,,,,
f0135d1f,f0135d1f-025f-4030-b915-e798de03eeb1,,,,zivell001joh,,,,,,,Zivelli,Johnny,John J.,,,,1913,1,6,1996,7,28,1939,1939,,,,,,,,,,,,,,
f0136722,f0136722-9808-422f-baf7-fd5446de0424,,,,dunn--047---,,,,,,,Dunn,,,,,,,,,,,,1916,1916,,,,,,,,,,,,,,
f01393c2,f01393c2-f9a2-4105-afb0-d74e4839dbd6,,,,barbar001edw,,,,,,,Barbarito,Ed,Edward Robert,,,,1928,4,24,2022,2,7,1949,1959,,,,,1959,1959,,,,,,,,
f013ce93,f013ce93-e122-417c-b589-4a79bbd89dff,607528,,,farrel000sha,,,,,,,Farrell,Shane,Shane,,,,1989,5,28,,,,,,,,2008,2011,,,,,,,,,,
f0140b32,f0140b32-7ee2-4ef3-b5c1-eb12bff75e75,,,,harris025wil,,,,,,,Harris,William,William R.,,,,1890,,,,,,1914,1917,,,,,,,,,,,,,,
f014621d,f014621d-691a-465e-a315-92846359f867,,,,kreamc001edw,,,,,,,Kreamcheck,Edward,Edward,,,,,,,,,,1946,1947,,,,,,,,,,,,,,
f0146cbb,f0146cbb-1ba8-49b2-83b4-9469871bc1a2,,,,,,,,,,,Kurata,Kimi,Kimi,,,,,,,,,,,,,,,,,,,,,,,,,
f014ac4b,f014ac4b-4372-4420-a7d0-92c8b42a81c4,,,,riedel001rob,,,,,,,Riedel,Robert,Robert Franklin,,,,1930,,,,,,1952,1956,,,,,,,,,,,,,,
