key_person,source,value
6ecf5100,tsncards,12444
6ed04465,tsncards,12700
6ed2b56b,findagrave,137354555
6ed44e92,findagrave,47786139
6ed44e92,tsncards,116783
6ed5bc31,tsncards,69208
6ed91142,tsncards,164766
6edf8721,tsncards,52758
6ee4560b,tsncards,105354
6ee9d7ed,tsncards,129862
6eec6e18,tsncards,32727
6eec752d,findagrave,6574344
6eecfa77,tsncards,78273
6ef0c381,tsncards,10174
6ef49bb5,tsncards,45489
6ef49bb5,tsncards,45516
6ef4c91d,tsncards,31365
6ef86357,findagrave,41515687
6ef86357,tsncards,178572
6efb78e9,tsncards,179229
6efe72a4,findagrave,87133191
6efe72a4,tsncards,137155
6f03c2b4,findagrave,90190951
6f03c2b4,tsncards,116095
6f0461ff,findagrave,148292926
6f0461ff,tsncards,41250
6f073cbb,tsncards,2660
6f11d556,findagrave,34959925
6f11d556,tsncards,118005
6f16187a,tsncards,120049
6f191165,tsncards,173619
6f19e3c5,tsncards,163271
6f236cb8,findagrave,94257573
6f23daf4,findagrave,158279183
6f23daf4,tsncards,143245
6f2453ea,tsncards,82203
6f290d58,tsncards,58875
6f2d7e10,tsncards,165894
6f2f1b0d,tsncards,28557
6f2fa02d,tsncards,78281
6f357836,findagrave,81873320
6f357836,tsncards,12655
6f3a8233,tsncards,149924
6f3ba46b,findagrave,89121886
6f3bb84f,tsncards,72368
6f3eba5e,tsncards,38
6f425720,tsncards,12620
6f44727d,tsncards,107984
6f46519d,tsncards,131041
6f46519d,tsncards,149846
6f4eacbc,findagrave,148410770
6f4eacbc,tsncards,142249
6f4ffc61,tsncards,11339
6f50d88a,findagrave,146871454
6f50d88a,tsncards,106821
6f5e9de2,findagrave,110071691
6f5e9de2,tsncards,34730
6f63e791,tsncards,163634
6f672696,findagrave,205217120
6f672696,tsncards,125372
6f6b4679,tsncards,141443
6f6cb5fa,tsncards,21175
6f714368,tsncards,157503
6f717db1,tsncards,10358
6f72f7f9,tsncards,14367
6f74a975,tsncards,171772
6f7879ec,tsncards,10085
6f7e45ef,tsncards,79702
6f821145,tsncards,15308
6f831508,tsncards,13531
6f876e41,findagrave,232151189
6f876e41,tsncards,135754
6f87947e,findagrave,44482174
6f88f365,findagrave,48287805
6f88f365,tsncards,115512
6f8907e5,tsncards,58822
6f928b7b,tsncards,3868
6f930eb4,tsncards,146589
6f971314,tsncards,12800
6f97b731,tsncards,125480
6f97b988,findagrave,31556237
6f97b988,tsncards,101730
6f984a93,findagrave,216068366
6f984a93,tsncards,81567
6fa2e226,tsncards,4290
6fa5ac97,tsncards,78260
6fa83a4c,findagrave,112524059
6fa83a4c,tsncards,149803
6faabb39,tsncards,13374
6fb0032a,tsncards,16667
6fb1f9c7,tsncards,12113
6fb994d6,tsncards,22939
6fba91ce,tsncards,684
6fbc4610,tsncards,110958
6fbf72cd,tsncards,149943
6fc25647,tsncards,143666
6fc40ee9,tsncards,127210
6fc5984b,findagrave,130484518
6fc5984b,tsncards,58622
6fc96fe7,findagrave,133105857
6fcb762a,findagrave,11510217
6fcbefee,findagrave,160515878
6fcbefee,tsncards,12200
6fcc9c97,tsncards,3233
6fcc9c97,tsncards,4573
6fcd4328,tsncards,4515
6fceed38,findagrave,129355341
6fceed38,tsncards,13373
6fcfeb01,tsncards,44725
6fd46e21,tsncards,19640
6fd47057,tsncards,32863
6fd8bcb4,tsncards,137985
6fd92bfe,tsncards,112567
6fdb29e5,findagrave,172943814
6fdb29e5,tsncards,168690
6fe1ef2c,findagrave,145178124
6fe1ef2c,tsncards,171081
6fe2dec5,tsncards,117175
6fe4810f,findagrave,18090583
6fe4810f,tsncards,161190
6fe5bc6b,findagrave,61430525
6fe5bc6b,tsncards,65673
6feb7e5d,findagrave,76856755
6feb7e5d,tsncards,152720
6fec7194,tsncards,10032
6fefa422,tsncards,91781
6ff011ad,tsncards,106889
6ff0aa8b,tsncards,32895
6ff3985c,tsncards,10984
6ff690de,tsncards,116522
6ff81e7b,tsncards,32929
6ffa9dca,tsncards,15567
6ffc4eb9,tsncards,64929
6ffeb319,tsncards,144880
70000be8,findagrave,38245051
70000be8,tsncards,117527
70025973,tsncards,75102
7004baca,tsncards,164793
70055a12,tsncards,68889
7009d762,tsncards,14075
700a556f,tsncards,177898
700a6ba3,tsncards,63975
700aebc8,tsncards,10159
700b87c3,findagrave,94517253
700d124a,tsncards,148927
700e46ad,tsncards,2730
700ec36f,findagrave,66681578
700ec36f,tsncards,160944
701013ad,tsncards,180268
7011f204,findagrave,170756050
7013d664,tsncards,159016
70142afc,findagrave,33341004
70142afc,tsncards,45609
70204e93,tsncards,116092
7022f1c6,tsncards,98279
702367f5,findagrave,160996200
70247d41,tsncards,1816
702540bd,findagrave,69342978
702540bd,tsncards,123821
70254745,findagrave,8242796
70254745,tsncards,20145
702876a2,tsncards,12440
702a091a,tsncards,167554
702acddf,tsncards,31278
702b2663,tsncards,164082
702b2663,tsncards,173171
702bb449,tsncards,13265
702fe4c5,tsncards,405
7031de0d,tsncards,173807
7033889d,findagrave,90015734
7033889d,tsncards,119084
7033f3c1,tsncards,46325
70359319,tsncards,181752
7038d4b0,findagrave,31059913
703934f9,tsncards,75691
703ecf6b,findagrave,66407136
703ecf6b,tsncards,163331
7040231b,tsncards,161956
7041fb63,tsncards,2543
70420288,tsncards,101405
7046ac14,findagrave,10953896
7046ac14,tsncards,54841
7048b5e9,tsncards,62718
70498db8,tsncards,164438
704a0d4e,findagrave,80074793
704a0d4e,tsncards,11197
704b3829,findagrave,250875754
704b3829,tsncards,64971
704bf478,tsncards,142348
704f47bb,tsncards,10420
704fcee8,tsncards,48115
7055b9f3,tsncards,163437
705649f0,tsncards,164575
7056704d,tsncards,179752
705d8f8a,tsncards,149752
7060ea8e,tsncards,13975
7061f92e,tsncards,154094
706262c1,tsncards,21476
7062df90,tsncards,111372
70647f4c,tsncards,10661
706ca2ab,tsncards,8020
70730650,tsncards,139718
70730650,tsncards,74552
70737388,tsncards,141276
707555f1,tsncards,56458
70780156,tsncards,149863
7079b1c3,findagrave,53865229
7079b1c3,tsncards,159727
7089808b,tsncards,79767
7089de8c,tsncards,106888
708a7eae,tsncards,159143
708a7eae,tsncards,35551
709116f2,tsncards,14725
70925888,tsncards,10533
709487f4,tsncards,83784
70975a27,findagrave,137386202
70975a27,tsncards,50442
7099fd53,tsncards,13410
709af20f,tsncards,86295
709dd311,tsncards,10052
709e8ef8,tsncards,68835
709ead9b,tsncards,32978
70a19cbe,tsncards,131541
70a4144a,tsncards,12355
70a5c07e,tsncards,163302
70a6bd13,tsncards,76947
70a84358,findagrave,230033966
70b079ee,tsncards,42999
70b5412c,tsncards,149988
70baef7c,findagrave,184966864
70be6a34,tsncards,32511
70c0a1f9,tsncards,168001
70c1b975,tsncards,61481
70c3c7a9,tsncards,164852
70c60d9c,findagrave,6461472
70c6c662,tsncards,368
70cbf6cf,findagrave,117922301
70d067c4,tsncards,58906
70d7c516,tsncards,87831
70d8cf4a,tsncards,71708
70e06f2d,tsncards,131555
70e08692,findagrave,162101389
70e08692,tsncards,56179
70e1b4aa,findagrave,127952282
70e5d047,tsncards,14997
70e66c69,tsncards,131411
70e6e054,tsncards,13700
70eec373,findagrave,125091583
70eec373,tsncards,13371
70f23304,tsncards,28732
70f2f8e5,tsncards,16725
70f97fc7,tsncards,578
70fbe802,tsncards,104646
70ff2a0f,findagrave,282398402
70ff2a0f,tsncards,107179
71028c7d,tsncards,88721
7107706b,tsncards,44633
71089bcf,tsncards,14857
7109b943,tsncards,9654
710f3508,tsncards,32184
71111596,tsncards,65006
71120aa7,findagrave,106504245
71120aa7,tsncards,10632
71120aa7,tsncards,9903
7113d082,findagrave,171721833
7113d082,tsncards,148219
7114135d,tsncards,68203
71152f2f,tsncards,14489
71154b38,tsncards,14379
7115c4c5,findagrave,205879872
7115c4c5,tsncards,114837
71160d2d,tsncards,13349
7116ddb7,tsncards,32768
71189e80,tsncards,43004
711d43ce,tsncards,141158
712236b9,tsncards,13803
71246c14,tsncards,127096
71263173,tsncards,32496
712971d6,tsncards,131844
712b31cf,tsncards,71306
713838fa,tsncards,143231
71397f8e,tsncards,8845
713af488,findagrave,166763622
713af488,tsncards,173756
713bc4c0,tsncards,32469
7140f0cc,tsncards,54424
7152663b,findagrave,226580630
7153e225,tsncards,82382
71583663,tsncards,4783
7163585f,findagrave,56780767
7163585f,tsncards,175298
7164650c,findagrave,155248649
7166ce98,tsncards,8438
7168374e,tsncards,117547
716a673c,findagrave,50622033
716a673c,tsncards,56162
716a9057,tsncards,1821
716c0f65,tsncards,4056
7170d11a,tsncards,10985
71710a25,findagrave,88780751
7172cc99,tsncards,21677
717606f1,findagrave,83512380
717606f1,tsncards,742
717699f9,findagrave,85854864
717699f9,tsncards,12784
71776080,tsncards,177893
717a4d41,tsncards,11295
717aeafd,tsncards,14919
717c5de8,findagrave,51950681
717c5de8,tsncards,138228
717eaec2,tsncards,45139
71805836,tsncards,212
71805836,tsncards,365
7185ac82,tsncards,111175
7185b566,tsncards,32616
71863cf5,tsncards,49473
7188152c,tsncards,57500
7188b2f3,findagrave,44983281
7188b2f3,tsncards,116410
718ce007,tsncards,155947
718d650d,findagrave,151258071
718d650d,tsncards,11923
718d650d,tsncards,7239
71915683,findagrave,112832449
71915683,tsncards,134016
7193a249,tsncards,12717
71958e29,tsncards,10444
71980bd4,tsncards,106257
7199397f,tsncards,117643
719bcf2e,findagrave,72205159
719c94af,tsncards,46659
719dc084,tsncards,160964
719dd72f,tsncards,149844
719f2108,tsncards,132120
71a9e982,findagrave,152702672
71a9e982,tsncards,145667
71ae613b,findagrave,158554006
71ae613b,tsncards,178566
71aeb760,tsncards,105777
71b66ff9,tsncards,160586
71b7ce26,findagrave,64779347
71ba56b8,tsncards,80124
71bbeb6a,findagrave,145243421
71bbeb6a,tsncards,68707
71c32b1e,findagrave,47311354
71c3a1cb,tsncards,146672
71c8ee5c,tsncards,131105
71d12e55,tsncards,154958
71d54ca2,tsncards,164785
71d846e2,findagrave,85094347
71da84cc,tsncards,175476
71db3f9b,tsncards,60053
71db3f9b,tsncards,73625
71db3f9b,tsncards,76796
71e5855a,tsncards,13389
71e827be,tsncards,12986
71e9d3d9,tsncards,102532
71eaab64,tsncards,115935
71eabcd4,findagrave,1296411
71eabcd4,tsncards,98924
71eaccc2,tsncards,174460
71eafcd8,tsncards,14954
71ecf6e2,findagrave,132871705
71ecf6e2,tsncards,118489
71f2d365,tsncards,8751
71f3c226,tsncards,102630
71faf930,findagrave,32307613
71faf930,tsncards,140300
71fcf5a1,tsncards,140853
71fdff8f,tsncards,248
7204a9d4,tsncards,64970
7205cc9d,tsncards,12354
72094ba7,findagrave,18622438
72094ba7,tsncards,28450
720b92a2,tsncards,134319
720db79a,tsncards,163446
72105449,findagrave,48613972
72118e3d,findagrave,231720955
72118e3d,tsncards,93825
7213af8a,tsncards,12122
7215cada,tsncards,48098
7218d91c,tsncards,47578
721ddbe7,findagrave,49860105
721ddbe7,tsncards,79272
722137a9,findagrave,182275055
722137a9,tsncards,25224
72279241,tsncards,50986
7229b135,findagrave,275697871
7229b135,tsncards,63670
723149f6,tsncards,122723
7231795b,tsncards,27515
7231795b,tsncards,46569
723525a2,findagrave,154652618
723525a2,tsncards,70528
723746ad,tsncards,70113
72380dce,tsncards,89702
723b31db,tsncards,26067
723c4eed,tsncards,60217
723ec65d,findagrave,25143759
724045d1,tsncards,135885
72427ec0,findagrave,45127292
7244e51b,tsncards,109622
72458cad,findagrave,107257283
72458cad,tsncards,159477
72484279,tsncards,72583
7249994b,tsncards,14073
724c56b6,tsncards,105168
724e013e,tsncards,75602
724fe752,tsncards,125271
7253c866,findagrave,33978326
7253c866,tsncards,21227
7254252b,tsncards,73166
7255a67b,tsncards,16130
7255a70d,tsncards,84842
72565334,findagrave,195900909
72565334,tsncards,124237
725b60f8,tsncards,59890
725d3a87,tsncards,122145
725f5588,tsncards,146073
72616636,tsncards,72062
7261b232,tsncards,163411
7261fce0,tsncards,9099
72642834,tsncards,64543
7266838a,findagrave,52591163
726aabbd,findagrave,249451834
726aabbd,tsncards,62182
726d3803,tsncards,72226
72712b11,tsncards,167330
72719db9,tsncards,177876
72770239,findagrave,165946203
72770239,tsncards,135001
727aaba1,tsncards,127562
727ac769,findagrave,183777880
727ac769,tsncards,5963
727c6206,tsncards,2935
7280a945,tsncards,149782
7282f32e,tsncards,66609
72846259,tsncards,53254
7284a164,tsncards,47949
728569ca,tsncards,149481
7287d099,tsncards,164767
7290d47c,tsncards,135539
729103c6,tsncards,72175
7293629d,findagrave,66797618
7293629d,tsncards,60582
72998ffe,tsncards,102130
729a421c,tsncards,168334
729a6ef6,tsncards,69625
729b3e9a,tsncards,143470
72a04cf4,findagrave,113111859
72a04cf4,tsncards,59377
72a25567,tsncards,149993
72a4431b,tsncards,13745
72a93462,tsncards,120779
72a9707a,tsncards,149813
72aa07b4,tsncards,25722
72aa841f,findagrave,79192922
72aa841f,tsncards,161291
72af1524,tsncards,51190
72b03798,tsncards,116052
72b64f00,tsncards,148356
72b71238,findagrave,185737668
72b71238,tsncards,60658
72b9f528,tsncards,14029
72ba5ef7,tsncards,160577
72bc43bb,findagrave,272384171
72bc43bb,tsncards,106880
72c0d213,tsncards,15246
72c1251f,tsncards,143336
72c4339f,tsncards,73137
72c8d4a3,tsncards,32681
72ca55f1,tsncards,49930
72cb35db,findagrave,273407964
72cb35db,tsncards,142551
72d165d6,findagrave,27673350
72d165d6,tsncards,56365
72d165d6,tsncards,57155
72d48b8d,tsncards,768
72d544b6,findagrave,65791067
72da14a0,tsncards,58718
72db0fb5,findagrave,10052234
72e054ae,tsncards,11042
72e323c9,findagrave,103679045
72e323c9,tsncards,100155
72e4a014,tsncards,171932
72e5067b,tsncards,12341
72e922ae,tsncards,153637
72ec816f,tsncards,32601
72ecb5a6,tsncards,107562
72ee57bb,tsncards,69643
72efebbd,findagrave,138679128
72efebbd,tsncards,23945
72f497e4,findagrave,39184118
72f497e4,tsncards,17511
72f591f9,tsncards,163340
72f819e6,tsncards,76983
7307afc6,findagrave,276366837
7307afc6,tsncards,19522
7308f23c,findagrave,174731790
7308f23c,tsncards,82958
730c6559,findagrave,31314209
73143d57,tsncards,10486
7318c476,findagrave,277937663
7318c476,tsncards,169817
731a1320,tsncards,14058
732107a4,tsncards,102033
73262792,tsncards,139479
73264e16,tsncards,3014
73269547,tsncards,94612
73270957,tsncards,13028
73271b0b,tsncards,10229
7327f939,tsncards,94601
73284465,tsncards,98903
7328b847,tsncards,10410
7329afa0,findagrave,46825009
7329f73e,tsncards,1578
7329f73e,tsncards,822
732ed632,tsncards,15089
73342758,tsncards,7399
733449a3,tsncards,162741
7334a0f1,findagrave,240182159
7334a0f1,tsncards,92932
7335cdc1,tsncards,67646
733ca531,tsncards,13599
733dd292,tsncards,14306
733eb7c5,tsncards,165271
733f9d8c,findagrave,180164172
7340d84e,tsncards,170430
73441981,tsncards,92086
73455e46,tsncards,109803
7347a780,findagrave,149801304
7347a780,tsncards,147078
7347a780,tsncards,154820
734c2733,tsncards,79705
73518c8f,findagrave,27885659
73518c8f,tsncards,145997
7353404c,tsncards,66629
73544a94,tsncards,153664
7355f4b5,tsncards,1864
735bbe0e,findagrave,115782805
735bbe0e,tsncards,164838
735fff4d,tsncards,74718
73638c14,findagrave,218466848
7368a59a,tsncards,67248
7368ce47,tsncards,23305
736d8224,tsncards,13708
737030d0,tsncards,15395
7371a2e1,tsncards,157593
7372585a,tsncards,7741
7374ea9c,tsncards,141750
7374ff92,tsncards,130833
7376dd38,tsncards,15411
737843c9,tsncards,171781
737baf64,tsncards,149532
73815b4f,findagrave,98787734
73815b4f,tsncards,113842
7382635a,tsncards,20783
738f26fa,tsncards,15197
73931025,tsncards,15280
7397a9a1,tsncards,79918
73997c7a,tsncards,163445
7399ef19,tsncards,107
739bd4d3,tsncards,149551
73a38492,tsncards,10375
73a40450,findagrave,140734446
73a68c1b,findagrave,65049157
73a68c1b,tsncards,139095
73aa62c8,tsncards,112562
73acdb3c,tsncards,32710
73ad6b06,tsncards,131877
73b07278,tsncards,16315
73b0c1f6,tsncards,90739
73b23507,tsncards,164817
73b268cc,tsncards,391
73b2eceb,tsncards,49236
73b533cf,findagrave,233738700
73b533cf,tsncards,164728
73b62635,tsncards,147050
73b8c826,tsncards,118722
73bf36b6,tsncards,5872
73c4e70e,tsncards,15180
73c69332,findagrave,156422530
73c69332,tsncards,148846
73cb47a4,tsncards,163188
73cba65d,findagrave,11372507
73cba65d,tsncards,158341
73cc1298,tsncards,12525
73cc36c9,findagrave,205077941
73ce1ed9,tsncards,170406
73d12eae,tsncards,149538
73d1e7c9,findagrave,90469674
73d1e7c9,tsncards,149681
73d6c28a,tsncards,100630
73d70e9e,findagrave,81875091
73d70e9e,tsncards,121068
73d93ef0,tsncards,165301
73d9d015,tsncards,10308
73dad37a,tsncards,13783
73dc5526,tsncards,14940
73e01343,tsncards,20377
73e60733,tsncards,33146
73e7c5de,findagrave,182660426
73e7c5de,tsncards,102100
73e821ba,tsncards,148409
73eb752e,tsncards,10774
73f04385,tsncards,18900
73f4f4de,tsncards,14719
73f696c3,tsncards,6159
73f6f68c,tsncards,98940
73f9ab13,tsncards,115839
73fc3bd2,tsncards,14100
73fcc668,findagrave,170724057
73fcc668,tsncards,79414
73fee612,tsncards,12328
73ffd773,tsncards,75607
7407a86a,tsncards,74856
74082d40,findagrave,244241849
740d6d24,tsncards,14544
74113e42,tsncards,145954
74150c1f,tsncards,63361
741c7f19,tsncards,31366
741db853,tsncards,63960
741e20a4,tsncards,32492
741e2b74,findagrave,100345247
741e2b74,tsncards,164231
74205f5d,tsncards,15380
74217b01,tsncards,40415
74221c3d,tsncards,98834
74252867,tsncards,13579
74260d5b,tsncards,21375
7428ebdf,tsncards,67295
742e12cc,tsncards,13659
7433210a,tsncards,14763
74339daa,tsncards,14783
7434cdbc,tsncards,11002
7437a99a,tsncards,10228
743d7f59,findagrave,50791014
743d7f59,tsncards,156740
743e1bf7,tsncards,18284
743e1d26,tsncards,130245
743e1ded,tsncards,117509
744002e5,tsncards,94724
7440495f,tsncards,151599
7440bddc,tsncards,32696
7441456c,tsncards,53151
74463d7f,tsncards,56401
74491949,tsncards,24164
744a6416,tsncards,79698
744d6686,findagrave,81051238
744d6686,tsncards,101897
7453358b,tsncards,66417
74564a43,findagrave,70853428
745a655b,tsncards,16620
745bb580,tsncards,14185
745c7895,findagrave,279175889
745c7895,tsncards,103404
7467a2d5,tsncards,85854
746bf04a,tsncards,125347
746d7808,tsncards,14512
746fa54d,tsncards,15419
74746f57,tsncards,26068
74798d6c,tsncards,1193
747c8bb1,tsncards,155948
747e94be,tsncards,95512
747ed6da,tsncards,14602
747fea9b,tsncards,50570
74808cea,tsncards,163317
7481665c,tsncards,77420
7482b3b9,tsncards,96962
7482fa4a,tsncards,180620
748a6df8,findagrave,168226015
748a6df8,tsncards,45369
7490ade1,tsncards,84699
7490d2f5,tsncards,165801
7491207d,tsncards,115887
7493478e,findagrave,50647812
7497ba30,tsncards,53165
749be8e6,findagrave,225303976
749be8e6,tsncards,156199
74a3914f,tsncards,149572
74a45805,findagrave,216916869
74a45805,tsncards,589
74a70a29,tsncards,15606
74adbfd6,findagrave,124102246
74adbfd6,tsncards,171702
74aea67a,findagrave,51738770
74aea67a,tsncards,59167
74aedced,tsncards,8184
74b0415e,tsncards,14667
74b3efb0,findagrave,155503676
74b81458,tsncards,30058
74bb3f78,findagrave,188189142
74bbfd88,tsncards,141278
74bd08a3,findagrave,147878729
74bd08a3,tsncards,12778
74bf4256,tsncards,170582
74bf4b4a,tsncards,90266
74c0e365,tsncards,10808
74c34cdd,findagrave,117652108
74c34cdd,tsncards,48666
74c7f20b,tsncards,26
74c833e9,findagrave,145894197
74cd1942,tsncards,79691
74cd749c,findagrave,183121186
74cd749c,tsncards,109542
74d2de4a,tsncards,375
74d5dbc9,findagrave,33029757
74d5dbc9,tsncards,96445
74d866af,findagrave,111524645
74d866af,tsncards,162368
74e55acb,tsncards,7102
74eaa593,tsncards,82275
74ec3484,findagrave,115108245
74ec3484,tsncards,92411
74ec490d,findagrave,260087561
74ec490d,tsncards,134818
74ec4d3e,tsncards,9425
74ef5f3a,tsncards,32914
74fa22b9,findagrave,168933990
74fa22b9,tsncards,142019
74ffd639,tsncards,61279
7500b8b5,findagrave,207415314
7500b8b5,tsncards,106884
75034e86,tsncards,12759
75159a50,tsncards,149827
75161173,tsncards,43489
75169140,tsncards,12029
75173f5d,tsncards,124931
75194e72,tsncards,306
751974fa,tsncards,131852
7521a9d7,findagrave,73979433
7521a9d7,tsncards,97801
75266d90,tsncards,15566
75308e2b,tsncards,154943
7531e49d,findagrave,9091886
753247ed,findagrave,210679091
7535f765,tsncards,146231
75362116,tsncards,45179
75380c03,findagrave,118428145
75380c03,tsncards,111779
753dc975,findagrave,83961024
753dc975,tsncards,165880
753f2973,tsncards,106253
753fe88d,tsncards,32612
75532136,findagrave,44448237
75532136,tsncards,115946
7554a183,tsncards,66498
755a22ba,tsncards,26123
755bc5ec,findagrave,57067222
755bc5ec,tsncards,5901
755bc5ec,tsncards,6109
755e7ed3,tsncards,14201
756c2e44,tsncards,305
756e78bc,tsncards,83012
75700e97,tsncards,120153
75712b56,tsncards,1723
75723b1f,tsncards,11046
7577e15e,findagrave,114567257
7577e15e,tsncards,108452
757fa30a,tsncards,93259
7582274d,tsncards,45993
7584efc2,tsncards,174980
758642da,tsncards,149585
7588b875,findagrave,135127513
7588b875,tsncards,8210
7588e4b6,tsncards,60802
758bcd2e,findagrave,31252591
758bcd2e,tsncards,106616
758c951b,tsncards,11105
758ec248,findagrave,119225605
75920c5c,tsncards,75559
759cb048,tsncards,142821
759dbe1c,tsncards,7526
75a1a901,findagrave,75688702
75a1a901,tsncards,78317
75a98b2d,tsncards,52544
75b149b2,tsncards,61033
75b561a2,findagrave,95007161
75b90de1,tsncards,107988
75b9fd06,tsncards,75025
75ba1c54,tsncards,112532
75bf7c50,findagrave,96105576
75bf7c50,tsncards,54813
75c0139e,findagrave,12129621
75c0139e,tsncards,1062
75c169b1,findagrave,78214706
75c169b1,tsncards,58459
75c27dad,tsncards,58288
75c37e03,tsncards,13182
75c92e67,tsncards,82193
75ccc6ae,findagrave,9774270
75ccc6ae,tsncards,110552
75cd3b56,tsncards,149622
75cdc590,findagrave,69250056
75d09fb4,findagrave,144305538
75d09fb4,tsncards,124664
75d36519,tsncards,100920
75d36519,tsncards,96222
75d6a1bf,findagrave,83391173
75d6a1bf,tsncards,64655
75d72d4f,tsncards,55880
75e5a724,tsncards,48187
75e63b40,tsncards,138776
75e700a3,tsncards,60375
75e81ce2,tsncards,44221
75ef90f3,findagrave,149439692
75ef90f3,tsncards,140506
75f11bf9,tsncards,78322
75f1e92b,tsncards,32922
75f2bbc0,tsncards,169200
75f34e1f,tsncards,58358
75f36261,findagrave,11634775
75f364e7,tsncards,171770
75f9429a,tsncards,156242
75f9b95a,tsncards,149658
75ffa5ba,tsncards,155365
76048c61,tsncards,32477
76052209,tsncards,131549
7605d2e8,tsncards,163398
7605fedf,tsncards,63280
76069a18,tsncards,14473
7608310e,findagrave,73030796
760898b2,tsncards,1418
7608b815,tsncards,66587
760ba21b,findagrave,16257170
760ba21b,tsncards,6254
760bd9a0,tsncards,429
760d7c59,tsncards,10196
76130d57,findagrave,47084697
76130d57,tsncards,6477
761978a9,tsncards,136332
761d1e76,tsncards,10746
761d9461,tsncards,45231
761f2d5a,tsncards,98976
76248e6e,tsncards,13888
76258495,tsncards,10356
7626d487,tsncards,153457
762ce18c,tsncards,173746
76303a6c,tsncards,98941
763a8ef9,tsncards,169028
763e7638,tsncards,15114
7643e0d0,tsncards,176102
7646ac8d,tsncards,99952
7649af9b,tsncards,168230
764a08a5,tsncards,27413
764fc5c4,findagrave,66912616
7654b4c6,tsncards,76442
76553266,tsncards,122333
765859be,tsncards,167146
765bfe17,findagrave,229344211
765bfe17,tsncards,99014
765d0de3,tsncards,687
7662c1e1,tsncards,15405
76631d4a,tsncards,13278
7665d527,tsncards,177007
766a8bd8,tsncards,57949
766adacd,tsncards,10979
766e12cc,findagrave,118387257
766f62f5,tsncards,105328
76732e2c,tsncards,79173
76747c12,tsncards,131564
7676926b,findagrave,44614308
7676926b,tsncards,64668
7676926b,tsncards,66735
767762a7,tsncards,15593
76780fdf,tsncards,13843
767e990b,tsncards,11048
76820c74,tsncards,32478
7685eaf3,findagrave,68735028
7685eaf3,tsncards,113045
76885a19,tsncards,46078
768abc01,tsncards,14620
768cbd68,tsncards,152950
768de489,tsncards,116837
768defaf,findagrave,231053589
768defaf,tsncards,16449
7691c4a8,tsncards,102269
7694fb83,tsncards,114525
7699b0a7,tsncards,66494
769a2f62,tsncards,59148
769e808a,tsncards,162680
76a2241f,tsncards,2465
76a6a6d9,tsncards,181738
76a739d2,tsncards,15465
76aa5985,tsncards,49113
76ab28c4,tsncards,675
76b25897,tsncards,149104
76b26208,findagrave,102386612
76b26208,tsncards,175106
76b87480,tsncards,9019
76b93ea1,tsncards,123749
76bccf8e,tsncards,172630
76bd76d4,tsncards,107734
76bee6c4,tsncards,14788
76c1c9da,tsncards,15325
76c68fc8,tsncards,169887
76c9045e,findagrave,180713640
76c9045e,tsncards,89130
76cc5b0d,findagrave,100945824
76cc5b0d,tsncards,110600
76cc5b0d,tsncards,38742
76ce2813,tsncards,53119
76ce9b64,tsncards,119137
76d3896c,findagrave,93277343
76d3896c,tsncards,56663
76d6b7a0,tsncards,153704
76e77b93,findagrave,71830241
76e77b93,tsncards,55357
76eb6bd2,tsncards,117728
76eb6bd2,tsncards,121073
76eccea2,tsncards,19058
76ed49d7,tsncards,69688
76ee969f,tsncards,177158
76ef0dc0,tsncards,133922
76f142d1,tsncards,11096
76f17558,tsncards,107812
76f37776,findagrave,61471509
76f37776,tsncards,95473
76f37776,tsncards,97675
76f53cdb,tsncards,146133
76f89cf3,findagrave,88677033
76f89cf3,tsncards,115719
7700388b,tsncards,149550
77047a59,tsncards,134626
7704c970,tsncards,134748
7704c970,tsncards,140677
77057fff,findagrave,46680652
77057fff,tsncards,172033
770a62db,tsncards,11084
770beef5,findagrave,55379436
770ee9e1,tsncards,149685
770f2825,tsncards,174648
77107139,tsncards,14164
77121946,findagrave,127018904
77121946,tsncards,74748
77151ec3,findagrave,21065092
77151ec3,tsncards,6795
77167f02,tsncards,48012
77193803,tsncards,73104
771b549e,tsncards,1482
771eee6d,tsncards,105931
77204226,tsncards,13845
77206ffc,findagrave,197333830
77247906,findagrave,219651500
77247906,tsncards,102611
772b0473,tsncards,141762
77300284,tsncards,102050
77342f36,tsncards,52762
773516a7,tsncards,15888
7735967b,tsncards,70882
773c9d95,tsncards,14254
773e7b0d,findagrave,40499346
773e7b0d,tsncards,77005
773fc7bf,tsncards,12363
77400a54,tsncards,55694
774420d2,tsncards,80756
7746e807,tsncards,86215
774bb97e,findagrave,71740808
774bb97e,tsncards,165824
774bb97e,tsncards,178149
775855ac,tsncards,164804
775a2278,findagrave,139993236
775a2278,tsncards,123902
775d906e,findagrave,83301324
775d906e,tsncards,3007
776208bb,findagrave,13753395
776208bb,tsncards,98686
77622838,tsncards,21628
77644348,tsncards,150304
7764e940,tsncards,32638
776a1968,tsncards,151028
776aa1ab,tsncards,14824
776d9c70,tsncards,12772
7770f8df,tsncards,58643
77713e9a,findagrave,93783895
77713e9a,tsncards,68265
7771be06,tsncards,14092
77783220,tsncards,145958
7778d1f3,tsncards,112806
777eec89,tsncards,32798
777fd915,tsncards,66557
7784eda9,tsncards,1839
778b5031,tsncards,144611
7791d500,tsncards,381
7796452a,findagrave,275866405
7796452a,tsncards,173192
779cd587,tsncards,168961
779e249a,tsncards,17589
