key_person,source,value
3cb021b6,findagrave,28222761
3cb021b6,tsncards,160359
3cb0fccc,findagrave,9136252
3cb0fccc,tsncards,23321
3cb997b4,tsncards,165623
3cbe56a2,tsncards,45016
3cbf661f,tsncards,91887
3cc248d5,tsncards,14976
3cc33c1b,tsncards,77346
3cc50b3c,tsncards,50568
3cc7e887,findagrave,92404953
3cc97e30,tsncards,14209
3cce7e35,findagrave,179796454
3cce7e35,tsncards,169254
3cd141ff,tsncards,57477
3cd55734,tsncards,70433
3cdc4d05,tsncards,112798
3cdc7523,tsncards,100649
3cdfc247,tsncards,14617
3ce001d5,findagrave,53447837
3ce001d5,tsncards,3975
3ce19527,tsncards,48518
3ceadbaa,tsncards,79711
3cf3381d,tsncards,120938
3cf48aac,tsncards,160803
3cf4f5e4,tsncards,32570
3cfcbaef,tsncards,108537
3cfda116,findagrave,93634638
3cfff8a8,findagrave,113897605
3cfff8a8,tsncards,142844
3d04b640,tsncards,26957
3d06f332,tsncards,14640
3d0ae5e0,findagrave,225590372
3d0ae5e0,tsncards,135995
3d0da01c,findagrave,6386451
3d0da01c,tsncards,54484
3d10532b,tsncards,15232
3d14ff1e,findagrave,8671223
3d17a606,findagrave,70636021
3d17a606,tsncards,128638
3d1a3f67,tsncards,141828
3d1b5aa3,tsncards,14704
3d1bb480,findagrave,21510709
3d1bb480,tsncards,168709
3d1e3d3c,findagrave,9080791
3d2333f3,tsncards,163456
3d259e99,tsncards,167065
3d2eaf04,tsncards,11029
3d35a4b9,tsncards,2873
3d368dc7,tsncards,118249
3d3807bd,tsncards,12941
3d399895,findagrave,106004228
3d3af4c5,tsncards,32500
3d3b2d0d,tsncards,149807
3d3d6e5e,tsncards,866
3d3e2891,tsncards,149688
3d3fca22,tsncards,155946
3d403040,tsncards,23628
3d47c084,findagrave,238542111
3d47c084,tsncards,119391
3d4ed026,tsncards,79160
3d521ec8,findagrave,138060884
3d53e45c,tsncards,82299
3d54e323,tsncards,119394
3d55db4a,tsncards,66995
3d55e200,tsncards,149563
3d59bf2c,tsncards,163154
3d5c636a,findagrave,120334663
3d5c636a,tsncards,116217
3d5d1725,tsncards,10715
3d61537c,tsncards,103811
3d61fda2,tsncards,140419
3d642fe4,tsncards,27015
3d6aa26c,tsncards,14605
3d6b9abb,findagrave,257988181
3d6b9abb,tsncards,143631
3d6fdac3,tsncards,59076
3d75eff5,tsncards,31902
3d7b3e7c,findagrave,78913876
3d7b3e7c,tsncards,49727
3d7f2a83,tsncards,29825
3d7fbb72,tsncards,19884
3d868398,tsncards,54019
3d86f837,tsncards,7710
3d88cf37,tsncards,162765
3d89459a,tsncards,142261
3d8a62a9,findagrave,129083751
3d8a62a9,tsncards,51686
3d8b7ff2,tsncards,145442
3d920905,tsncards,83613
3d928f13,tsncards,106856
3d99ea49,tsncards,154585
3d9ec1af,tsncards,17033
3da6cb7e,findagrave,3601158
3da87b5b,tsncards,63508
3dadc031,findagrave,78133429
3daddfb8,tsncards,32441
3db22033,tsncards,119485
3db25f0f,findagrave,239293712
3db25f0f,tsncards,136621
3db82034,tsncards,102872
3dba94a8,tsncards,12096
3dbd29bf,tsncards,52185
3dbdcef9,tsncards,132974
3dbf6a82,tsncards,11394
3dc619dc,tsncards,13208
3dc6fd22,tsncards,46073
3dc966ce,tsncards,79733
3dc9df57,tsncards,169952
3dcc20bf,tsncards,45631
3dd04211,tsncards,10143
3dd0bdd9,tsncards,66438
3dd20357,findagrave,142762356
3dd20357,tsncards,159909
3dde764b,findagrave,73849415
3de14d75,findagrave,217552840
3de14d75,tsncards,61124
3de8b8ac,tsncards,15498
3deba30a,findagrave,93472351
3def99ff,findagrave,114351215
3def99ff,tsncards,10082
3df193f8,tsncards,77329
3df6a997,tsncards,167024
3dfb25c2,findagrave,1214340
3dfcb16d,tsncards,32435
3e01c20b,tsncards,12004
3e021799,findagrave,28972393
3e021799,tsncards,124757
3e048c64,tsncards,108174
3e0a264d,tsncards,66226
3e0b02b6,tsncards,66412
3e0d9506,tsncards,17788
3e150b39,tsncards,11146
3e183150,tsncards,32322
3e1aae42,tsncards,123016
3e1dbffb,findagrave,23937998
3e1dbffb,tsncards,44950
3e2222f0,tsncards,88606
3e23c82f,findagrave,168233935
3e23c82f,tsncards,22293
3e25d167,findagrave,44365441
3e25d167,tsncards,131419
3e263c21,tsncards,83235
3e29e154,tsncards,72901
3e2afe95,tsncards,170806
3e33c364,findagrave,53388429
3e33c364,tsncards,84768
3e347c5a,tsncards,31982
3e367cce,findagrave,137137449
3e36b1a2,findagrave,183142277
3e36b1a2,tsncards,54020
3e3bce04,findagrave,279530281
3e3bce04,tsncards,124161
3e3c78e2,findagrave,110207753
3e3c78e2,tsncards,72225
3e3e1f4e,tsncards,87564
3e41cdc2,tsncards,79763
3e440f2d,tsncards,79107
3e52522c,findagrave,229242977
3e531345,findagrave,59423290
3e606e27,tsncards,160909
3e666dd1,tsncards,6247
3e67561b,tsncards,116164
3e681f07,tsncards,32755
3e6d2fcf,tsncards,32771
3e71ce7f,tsncards,16010
3e76eba1,tsncards,131122
3e78935a,tsncards,536
3e7bab3a,findagrave,33312815
3e7bab3a,tsncards,139038
3e7d05cd,tsncards,14008
3e7dd26a,findagrave,163415482
3e7e03ce,tsncards,101990
3e7f15d1,tsncards,15583
3e8158c8,findagrave,131636615
3e853c90,tsncards,12829
3e869f2e,tsncards,74068
3e87b20f,findagrave,20623367
3e8d4ee8,tsncards,12993
3e901be0,findagrave,279771077
3e901be0,tsncards,134516
3e934c49,tsncards,13326
3e972011,findagrave,65836959
3e972011,tsncards,162060
3e9abe84,findagrave,35712879
3e9abe84,tsncards,84787
3e9f37a8,tsncards,13665
3ea19b89,tsncards,846
3ea45cf7,findagrave,113135873
3ea45cf7,tsncards,62967
3eabed02,tsncards,32415
3eafc30f,tsncards,28464
3eb5900d,findagrave,58726383
3eb62309,tsncards,117797
3ebad0cb,findagrave,73359699
3ebad0cb,tsncards,143902
3ec5509c,tsncards,22534
3ec7a1a4,findagrave,157397968
3ec7a1a4,tsncards,83034
3ecb225c,tsncards,70408
3ecc1b54,tsncards,157528
3eccf976,findagrave,11165568
3eccf976,tsncards,168495
3ecf0b4e,tsncards,42865
3ed63e89,tsncards,29863
3ed762af,findagrave,271579493
3ed762af,tsncards,174969
3ed94a01,tsncards,253
3eda472a,tsncards,10917
3edd2434,tsncards,15596
3ede3d06,findagrave,76039681
3ee49c9f,tsncards,26521
3ee93b6c,findagrave,112181480
3ee93b6c,tsncards,149964
3ef1fdc8,findagrave,72484582
3ef1fdc8,tsncards,61896
3ef2e2ec,findagrave,77194116
3ef2e2ec,tsncards,40406
3efbc208,findagrave,46079590
3efcf1e9,tsncards,78176
3efe4695,tsncards,83042
3f04e8af,tsncards,20412
3f098ef5,tsncards,131542
3f0990d7,tsncards,140831
3f0cc96a,tsncards,15614
3f15b5e3,tsncards,32588
3f1905a0,tsncards,1963
3f1947ca,tsncards,32875
3f1d05bc,tsncards,14504
3f1e2030,tsncards,75593
3f1e4356,findagrave,92605061
3f206beb,findagrave,15127933
3f206beb,tsncards,101401
3f21ed78,findagrave,48927785
3f21ed78,tsncards,22747
3f23369b,tsncards,15533
3f26578b,tsncards,7612
3f2ae994,tsncards,15392
3f310514,findagrave,42882705
3f310514,tsncards,101076
3f380d5b,findagrave,168998114
3f3ff57b,tsncards,147449
3f4044ff,tsncards,136932
3f439aee,tsncards,106837
3f4935d8,findagrave,179384622
3f4935d8,tsncards,177133
3f4a0873,tsncards,117862
3f4d7bcf,findagrave,194804291
3f5070d4,tsncards,111865
3f55dfff,tsncards,13895
3f55e67a,tsncards,8222
3f5b1bdf,tsncards,102212
3f5b782a,findagrave,138706479
3f5beb78,tsncards,52199
3f5dee0f,tsncards,2953
3f62aa24,findagrave,193142013
3f62aa24,tsncards,119690
3f63361a,tsncards,13331
3f65fd92,tsncards,76627
3f67ef4a,tsncards,132237
3f6e7ee9,tsncards,10778
3f75579a,tsncards,14347
3f79a559,tsncards,66537
3f81092f,tsncards,123000
3f90e43d,tsncards,69652
3f93d6a0,findagrave,62868696
3f93d6a0,tsncards,146856
3f94f526,tsncards,22162
3f970d6a,findagrave,7461890
3f970d6a,tsncards,65127
3f970d8e,tsncards,117027
3f97d10f,tsncards,439
3f9e0e37,tsncards,56049
3f9fb096,tsncards,12616
3fa3bbf9,tsncards,116007
3fa4a0f5,findagrave,121098490
3fa4a0f5,tsncards,177628
3fa51159,tsncards,14316
3fa621fd,tsncards,29870
3fa718f9,findagrave,40212173
3fa87bab,findagrave,158662718
3fa87bab,tsncards,48614
3fac1c72,findagrave,103537022
3fac1c72,tsncards,97694
3fac89db,tsncards,14191
3fad837e,tsncards,69616
3fadd11e,tsncards,78527
3fb08798,tsncards,6600
3fb12696,findagrave,115820326
3fb1b0a6,tsncards,10557
3fb53cc6,tsncards,73883
3fb5d814,tsncards,122041
3fbccbc0,tsncards,90296
3fbe1291,tsncards,23140
3fc5abc9,tsncards,78285
3fcbae14,tsncards,170824
3fd5b358,tsncards,171803
3fd5f3d0,tsncards,9672
3fd6a173,findagrave,82213946
3fd6a173,tsncards,11167
3fd9b2b7,tsncards,141385
3fde4ca8,findagrave,202668265
3fde4ca8,tsncards,4343
3fdf363d,tsncards,176737
3fdfb778,tsncards,120543
3fe576c2,tsncards,104824
3fe8e58f,findagrave,8268930
3fe8e58f,tsncards,142090
3feceb99,tsncards,127167
3ff47c16,tsncards,32701
3ff5d819,tsncards,10125
3ff6b42c,findagrave,144774220
3ff6b42c,tsncards,150055
3ff74bce,findagrave,45899571
3ff74bce,tsncards,12093
3ff9d174,tsncards,123846
3ffb421f,findagrave,143691516
3ffb421f,tsncards,174705
3ffec72c,tsncards,69437
4001f4a2,findagrave,5590077
4001f4a2,tsncards,134289
4001f4a2,tsncards,145943
40052e7d,tsncards,119347
4011e76c,tsncards,95864
40128773,findagrave,72376846
40139ee9,findagrave,36327495
40139ee9,tsncards,157303
4015baac,tsncards,97240
401a9fe2,tsncards,102286
401ddc2c,tsncards,83589
401eb217,findagrave,202087011
401eb217,tsncards,3817
40247c58,tsncards,42991
4024914f,tsncards,1411
4027f104,tsncards,156313
402aa296,findagrave,37556321
402aa296,tsncards,141151
402b47c6,findagrave,73908044
402e419d,tsncards,129094
402ff71b,tsncards,10668
40324d00,tsncards,134157
40338dbf,tsncards,105852
40343703,tsncards,177468
4037c9c0,tsncards,81927
4037e802,tsncards,907
40391085,tsncards,47940
40393c45,findagrave,28520319
40393c45,tsncards,170588
403d8cc1,tsncards,57267
4040c62a,tsncards,1128
40474ce4,findagrave,197566571
40474ce4,tsncards,74431
404fcd05,tsncards,10861
404fcd05,tsncards,15502
4051e6cb,tsncards,36350
4051e6cb,tsncards,85548
405658c4,tsncards,27449
40565bcf,tsncards,26760
405df244,tsncards,15270
405fdd83,tsncards,84252
405fdd83,tsncards,93516
40620d68,tsncards,105189
40686c62,tsncards,1901
406bb419,tsncards,73967
407a5eba,tsncards,32575
407e5520,findagrave,44656961
407e5520,tsncards,110870
40841cd5,findagrave,140376128
40841cd5,tsncards,120755
40849ac6,findagrave,155762439
4088fed9,tsncards,14990
40890cb3,findagrave,80556693
40890cb3,tsncards,6465
408aca2a,tsncards,180293
408d5a8d,tsncards,169818
40999ebd,tsncards,2326
409a3dd0,tsncards,1447
409d2776,findagrave,153376323
409d2776,tsncards,161430
409f38ce,tsncards,3907
40a010c7,tsncards,39851
40a32c67,tsncards,32721
40a41cea,tsncards,170389
40a57af6,tsncards,49109
40a5bd26,tsncards,55635
40a753d6,tsncards,110775
40a81a4f,tsncards,74047
40a8503f,tsncards,76617
40a9a6ee,tsncards,89032
40ac43ba,tsncards,14547
40ada834,tsncards,103784
40ae1594,tsncards,2696
40aebbdd,findagrave,63741463
40aebbdd,tsncards,112908
40b0ebd2,tsncards,14625
40b47b45,findagrave,152970715
40b47b45,tsncards,151616
40bf2f05,tsncards,13164
40c08d60,tsncards,142463
40c42353,findagrave,7655273
40ce0ffe,tsncards,153422
40ce4775,tsncards,56342
40ce502b,tsncards,164727
40cfcecc,tsncards,160242
40cfcecc,tsncards,180592
40cfcecc,tsncards,2334
40d3fe3e,tsncards,60859
40df38dd,findagrave,145550030
40df38dd,tsncards,111089
40e0f5b9,findagrave,72280816
40e0f5b9,tsncards,12270
40e17728,findagrave,213961857
40e81047,tsncards,97832
40ea1408,tsncards,17746
40eacf44,tsncards,13887
40eb1f0e,findagrave,23682585
40eb1f0e,tsncards,66502
40eb600f,findagrave,22624209
40eb600f,tsncards,74203
40f14641,tsncards,110078
40f478fd,tsncards,163273
4104d3ac,tsncards,23063
4107e83b,tsncards,10046
410afa58,tsncards,256
410d7bbe,tsncards,12311
4110e708,tsncards,59868
4112279b,tsncards,94366
41179125,tsncards,174369
411d59b9,tsncards,119724
411dbc39,tsncards,83019
411e0f51,findagrave,29327698
411e0f51,tsncards,1756
412575ef,tsncards,54031
4127802a,tsncards,10182
412c33bd,tsncards,142253
412fbd7f,findagrave,57109014
413247d4,tsncards,102569
4134cdbd,findagrave,161873039
4134cdbd,tsncards,53008
41353586,tsncards,12946
41395f78,findagrave,74223071
41395f78,tsncards,74314
413d3ce9,tsncards,216
413e071c,tsncards,158054
413ec7d6,tsncards,59283
414034cb,tsncards,167705
41412773,tsncards,10314
41451d82,tsncards,14006
41479c70,tsncards,29961
4147f08e,tsncards,158750
414a9d28,tsncards,5655
4150b762,tsncards,32890
4154b0b7,tsncards,62045
41559a0b,tsncards,29704
4159ea15,tsncards,93316
415d4445,tsncards,31560
41656b57,tsncards,154640
41703a97,tsncards,172023
4171e0f2,tsncards,90630
4174183b,tsncards,98033
417cf0d0,findagrave,70497089
417e7199,tsncards,14364
418015fc,tsncards,10825
41801654,findagrave,38078673
41825fad,findagrave,56756746
4182ad71,tsncards,169221
4185e001,tsncards,12240
418d1252,tsncards,149604
418d7fe8,tsncards,149822
419456b1,tsncards,174939
419c8662,findagrave,2758517
419c8662,tsncards,133095
419f06be,tsncards,53060
41a01762,tsncards,93081
41a14582,tsncards,19093
41a166ff,tsncards,105720
41a3f6d7,tsncards,171788
41a81410,tsncards,32605
41aab2ff,tsncards,12686
41ab2cfe,tsncards,2567
41ace202,tsncards,10534
41afffa8,findagrave,174873678
41afffa8,tsncards,83120
41b5cafb,tsncards,51474
41b7be9c,tsncards,32781
41bb28fb,tsncards,181730
41c0536b,tsncards,2681
41c6e4f8,tsncards,171015
41c95b1c,tsncards,14817
41c9e51a,tsncards,163377
41ce869e,tsncards,123647
41d19f32,tsncards,956
41d5a320,tsncards,75555
41de9911,findagrave,86651556
41de9911,tsncards,156258
41dfa2ab,findagrave,3904691
41dfa2ab,tsncards,125236
41e02227,tsncards,101396
41e4cadc,tsncards,78269
41e5cdf1,tsncards,14171
41e70ab3,tsncards,14467
41e73a9a,tsncards,106875
41efa2b5,tsncards,173796
41f044a9,tsncards,14966
41f868cb,findagrave,113640361
41f868cb,tsncards,126886
41f9815d,findagrave,146995030
41fdaf0c,tsncards,70028
4200c4c8,tsncards,9652
42020d45,tsncards,111775
42022129,findagrave,189198268
4205debc,tsncards,79797
4208969c,tsncards,97320
4209d49e,tsncards,106187
420a76b0,tsncards,15151
420c48b7,tsncards,32893
420d1ed7,tsncards,168492
421361c0,tsncards,591
4216c126,tsncards,32471
4217080f,tsncards,110260
4217088c,tsncards,100877
42185fed,tsncards,291
4218e2b6,tsncards,174537
421e5ede,tsncards,6595
4221c8c9,tsncards,98668
4224db87,tsncards,12036
4229f351,tsncards,12703
422ccf9c,tsncards,93513
422fc664,findagrave,104587148
422fc664,tsncards,7974
423165b9,tsncards,95428
4233efeb,tsncards,61370
4235074e,findagrave,139612321
4235074e,tsncards,78679
42395f1d,tsncards,14907
423b1367,tsncards,151952
423db183,tsncards,121419
423f46aa,tsncards,107140
4242e5aa,findagrave,212961758
4242e5aa,tsncards,67352
4243eed4,tsncards,45476
424456c2,tsncards,14721
4244c0bf,findagrave,95263443
4244c0bf,tsncards,77305
42482b7c,findagrave,126684787
42482b7c,tsncards,169043
424b3d4b,tsncards,53888
424e22f1,tsncards,45753
42501ec2,findagrave,196635234
425212d9,tsncards,13200
425212d9,tsncards,14633
42585e91,findagrave,75396723
42585e91,tsncards,20058
42594da3,tsncards,59981
425a10bc,tsncards,98980
425b1a8b,tsncards,32782
425c92a6,tsncards,12345
425d0435,tsncards,12762
425ddf15,tsncards,166968
425e5e2e,tsncards,43524
42612542,tsncards,757
4261c95e,findagrave,94514906
4261c95e,tsncards,48722
4264e2d7,tsncards,48152
426a3901,findagrave,33521393
426a3901,tsncards,52413
426bcea2,tsncards,6780
4276dd87,tsncards,21686
42780c06,tsncards,155934
42795fd9,findagrave,91400400
42795fd9,tsncards,43076
42797e3c,tsncards,72123
427a6aca,findagrave,33328325
4284653d,tsncards,118840
4288b0b2,findagrave,15785875
4288b0b2,tsncards,81537
4291fb6b,tsncards,51
42950850,tsncards,85196
4299ef1f,tsncards,162919
429b5e23,tsncards,139153
429ce99b,findagrave,43539316
429ce99b,tsncards,64057
429e9b26,tsncards,18841
42a33ee6,tsncards,160585
42a68ff3,tsncards,13727
42a6a2e4,findagrave,162161908
42a89f9a,tsncards,51077
42a8fe40,tsncards,144995
42aa0b79,tsncards,12688
42aa7738,findagrave,125078658
42aa7738,tsncards,141479
42b28a15,tsncards,50573
42b3a29e,findagrave,177707196
42b3a29e,tsncards,96103
42b569d8,tsncards,13759
42b78931,tsncards,100308
42ba02f5,tsncards,119387
42bd02a7,tsncards,83617
42bd9e1d,findagrave,35511528
42be7b9c,tsncards,105838
42bf2efa,tsncards,14289
42bf2efa,tsncards,15371
42bf6370,tsncards,780
42c13385,findagrave,168880078
42c13385,tsncards,119586
42c234fb,tsncards,150579
42c27613,findagrave,127862788
42c27613,tsncards,50611
42c3229f,tsncards,15026
42c6a418,tsncards,10517
42ca5640,tsncards,149798
42ce9cf3,tsncards,169712
42cfc11f,tsncards,82897
42d40932,tsncards,10017
42d728d4,tsncards,98419
42d9d89a,tsncards,164390
42df471f,tsncards,9649
42e07d9a,findagrave,51773311
42e07d9a,tsncards,174962
42e09363,tsncards,174714
42e0a224,tsncards,28690
42e4f992,tsncards,15348
42e574d9,findagrave,248346121
42e574d9,tsncards,129726
42e7ee9e,tsncards,122927
42ed5858,tsncards,110505
42f0e635,tsncards,66495
42f2ff63,tsncards,178514
42f6ba25,tsncards,147701
42f7d3aa,tsncards,72668
42f98787,findagrave,67382400
42f98787,tsncards,21394
42fa4e44,tsncards,10014
42fed84d,findagrave,195437835
42fed84d,tsncards,104544
42ff7f6f,findagrave,7875158
42ff7f6f,tsncards,110182
43012b9a,tsncards,86536
43037407,tsncards,13383
4307b440,tsncards,2056
430829fe,tsncards,161600
430838fd,tsncards,157575
4308ae70,tsncards,1
43111e07,tsncards,51305
4311821f,tsncards,177295
43121638,tsncards,144046
4315e1fc,tsncards,2535
4316c3bf,findagrave,101757506
431700ae,findagrave,68136554
431700ae,tsncards,3576
4317e60d,tsncards,12112
431c4b42,tsncards,142988
43208828,findagrave,81770719
43208828,tsncards,124098
43212761,findagrave,3588538
43212761,tsncards,85707
432313ba,tsncards,163388
43237095,tsncards,143
4327c978,tsncards,103238
43298b87,findagrave,145830106
432d6490,tsncards,60363
43368a66,tsncards,10226
4337027b,tsncards,180522
433ad840,findagrave,15189799
433ad840,tsncards,149825
43440151,findagrave,151171313
43440151,tsncards,88732
43477a21,tsncards,169715
434ae4e7,tsncards,10172
434d85c1,tsncards,47888
43514bed,tsncards,97183
43522a08,tsncards,54035
43567e06,tsncards,74833
43597a3e,findagrave,159477645
43597a3e,tsncards,6799
435c5ec5,tsncards,92548
435cd47d,tsncards,66543
435cf946,tsncards,32658
43608005,tsncards,10971
436197aa,tsncards,149841
4363bde8,tsncards,13978
436828d3,tsncards,149689
436c8b69,findagrave,60736075
436c8b69,tsncards,151125
43773ea4,findagrave,132573191
437b1100,tsncards,44435
437be020,tsncards,13939
437d51dc,findagrave,186592838
437d51dc,tsncards,9623
4384bbd9,tsncards,14883
4385b635,findagrave,90939045
4385b635,tsncards,105317
43861732,findagrave,123968795
43861732,tsncards,172325
4386574b,tsncards,61815
4386574b,tsncards,85259
438700a9,tsncards,138006
43884094,tsncards,84022
438b5874,tsncards,14970
438ca8fa,findagrave,220430573
438ca8fa,tsncards,70606
438e42a3,findagrave,203380364
438e42a3,tsncards,176393
438f4677,findagrave,190305468
438f4677,tsncards,160642
438fbb9d,findagrave,85669110
4394504d,tsncards,77174
43946517,tsncards,149562
4394f6f2,findagrave,107439447
4394f6f2,tsncards,125651
43986b87,tsncards,163430
439a0ee9,tsncards,178
439bbb28,tsncards,92761
439e5332,tsncards,6209
43a502b9,tsncards,22822
43a66f65,tsncards,102589
43ae115b,tsncards,9530
43b145cb,tsncards,174563
43b145cb,tsncards,52877
43b2eb7e,tsncards,26017
43b66697,tsncards,121527
43b7ad67,tsncards,15517
43b7f633,tsncards,166698
43bc26bc,tsncards,128379
43c85fc4,findagrave,51877354
43c85fc4,tsncards,150325
43c934c8,tsncards,14909
43cd7ca8,tsncards,41828
43ced009,tsncards,79748
43d3c118,tsncards,77162
43d7b82e,findagrave,167616632
43d7b82e,tsncards,840
43db2cbe,tsncards,82230
43db488f,tsncards,79928
43dbb38b,tsncards,155953
43e0b489,findagrave,33558510
43e0b489,tsncards,173103
43ee6f32,tsncards,94395
43f1ac22,findagrave,61218673
43f1ac22,tsncards,139448
43f54721,tsncards,10701
43f67f89,findagrave,110045720
43f67f89,tsncards,46295
43f8afb8,tsncards,66496
43fa3e9c,tsncards,50406
43fcdf74,findagrave,7842591
43fcdf74,tsncards,19433
43fd7b78,tsncards,152804
4401e54a,tsncards,64726
44027b6e,tsncards,15281
4405e270,tsncards,32426
440f0c1c,tsncards,165197
4418ac99,tsncards,103186
441fa980,tsncards,114879
442d2585,tsncards,2668
442dba81,tsncards,157928
4430a23f,tsncards,53408
4436eaec,findagrave,103470633
4436eaec,tsncards,19876
4439987a,tsncards,127869
443a674b,tsncards,71422
443cda95,tsncards,162012
44431da4,tsncards,727
4444a708,tsncards,6237
4444ab02,tsncards,10945
44465604,tsncards,19323
4448823b,findagrave,84457383
4448823b,tsncards,127234
44496d32,tsncards,10334
444ecf38,tsncards,177934
44512d78,tsncards,11101
44528101,tsncards,19634
4458ef5e,tsncards,135678
445f538f,tsncards,32747
4462662a,tsncards,42161
4464ee98,tsncards,176082
446aa78f,tsncards,173054
446b8e15,tsncards,64716
446deeff,findagrave,29161979
446deeff,tsncards,124522
446ecbfd,findagrave,154239884
446ecbfd,tsncards,127860
44731507,tsncards,14799
44759d76,findagrave,114839210
44759d76,tsncards,58496
447751cb,tsncards,17112
4479794b,tsncards,111566
447fe48e,tsncards,62709
44826a57,tsncards,32639
448491c5,tsncards,151688
44852525,tsncards,32603
448a661f,tsncards,138570
448b8b6c,tsncards,15300
448d2b5a,tsncards,28709
44913cc8,tsncards,98829
449ca2f5,tsncards,6289
449e57ef,tsncards,98879
44a80c23,tsncards,12608
44a954d1,tsncards,176463
44aaa3cd,tsncards,9868
44b1103b,tsncards,104291
44b345f1,findagrave,204750755
44b39ace,tsncards,717
44bba57c,tsncards,155532
44be52af,tsncards,177358
44c133c2,findagrave,161701107
44c133c2,tsncards,6727
44c2d583,tsncards,163
44c3c26b,tsncards,16952
44c5275e,tsncards,131362
44c5cf4a,tsncards,11670
44c92e55,tsncards,10157
44c96d85,tsncards,279
44cc3f6e,findagrave,88065083
44cc3f6e,tsncards,154084
44cc92eb,tsncards,437
44d1b592,findagrave,36555528
44d28d43,tsncards,35295
44d32935,tsncards,49146
44d3d3a7,findagrave,134066985
44d3d3a7,tsncards,72106
44d3f878,tsncards,135024
44db2996,findagrave,86784261
44db2996,tsncards,8064
44dca621,tsncards,10630
44dcd596,tsncards,32608
44e72e9d,tsncards,12684
44e813d7,tsncards,15454
44eae61d,tsncards,110742
44ed23b9,tsncards,144
44ef7495,tsncards,14854
44f525e4,tsncards,48419
44fac295,tsncards,13740
44fbcf96,tsncards,14213
44fc2ec5,findagrave,191571813
44fc2ec5,tsncards,22170
44fe7f4f,tsncards,12127
45026b86,tsncards,130063
4505349a,tsncards,102987
4507eca5,tsncards,134269
450fad4b,findagrave,52565619
451136c6,tsncards,177588
451663c8,tsncards,10739
451c1b1a,findagrave,33735323
451c1b1a,tsncards,148398
451d7180,tsncards,92980
4521cc1c,tsncards,78344
4521f77a,tsncards,175797
45244c30,tsncards,32774
4525ce83,tsncards,13124
45264003,tsncards,64457
4527c57c,tsncards,15190
4528403a,tsncards,50344
452bc588,tsncards,140481
452d2092,tsncards,15217
452fae62,findagrave,6905338
452fae62,tsncards,61959
453075dd,findagrave,49007015
453075dd,tsncards,14251
453655b0,findagrave,40232157
453655b0,tsncards,82376
45394103,tsncards,157629
453aea36,tsncards,172484
453e7a60,findagrave,63377003
4540d32c,tsncards,159684
454216a4,tsncards,61223
4545bc74,tsncards,4365
4547d2e9,tsncards,22425
454b0e37,findagrave,228409996
454b0e37,tsncards,109752
454b3d23,tsncards,116497
454b96a8,tsncards,69623
454bfea8,tsncards,136919
454ce671,tsncards,84847
454f0a38,tsncards,155484
45523280,findagrave,160852730
4555b18d,tsncards,4581
455a83df,tsncards,13924
455ecad6,tsncards,160858
455f174a,findagrave,7891486
455f174a,tsncards,153234
45624f87,tsncards,139360
4564ab6d,tsncards,2450
4564ab6d,tsncards,30739
456a4856,tsncards,79904
45710e44,tsncards,66560
4573f50f,findagrave,22299314
4573f50f,tsncards,143051
4578716d,tsncards,49977
457b8feb,findagrave,282578162
457b8feb,tsncards,89262
457df875,tsncards,119282
457f76a0,tsncards,170799
457fa2e8,tsncards,13622
4583893a,tsncards,96490
4583c785,tsncards,1505
45843a8a,findagrave,49536939
45843a8a,tsncards,55777
458b04d6,tsncards,157563
458cc1d7,findagrave,172571498
458cc1d7,tsncards,162746
4591c3ae,tsncards,8526
45950816,tsncards,13559
4598fd6e,tsncards,26360
459bea0f,findagrave,112616027
459bea0f,tsncards,173470
459d0011,findagrave,121065115
459d0011,tsncards,137263
459f7a6e,findagrave,150953223
459f7a6e,tsncards,165881
45a4089a,tsncards,45402
45a5378e,tsncards,53638
45af5a3e,tsncards,60979
45b5abf0,tsncards,10674
45ba500c,findagrave,56359434
45bc888f,tsncards,50361
45be0878,findagrave,1272577
45be0878,tsncards,126381
45c5ca87,tsncards,241
45c98370,tsncards,129842
45c9d86a,tsncards,12071
45d060d7,tsncards,12743
45d25724,tsncards,78955
45d30565,tsncards,31594
45d31661,tsncards,12583
45d66cc4,tsncards,181044
45d66cc4,tsncards,69855
45ddbf93,tsncards,28702
45e37e3d,tsncards,52054
45e7382d,tsncards,10505
45ea0a9a,tsncards,335
45ed0aac,tsncards,163333
45f3f286,tsncards,14742
45f42a78,findagrave,168339847
45f46c66,tsncards,119815
45f8ae9e,findagrave,151556124
45f8ae9e,tsncards,156435
45fcb44e,tsncards,66419
460191ce,tsncards,132590
460191ce,tsncards,144736
460295b9,tsncards,107863
46037e29,findagrave,33198129
460449d2,tsncards,15627
46084536,tsncards,109961
460cacd5,tsncards,163323
460e685d,tsncards,11372
4614099d,findagrave,56129409
4616cffc,tsncards,157565
461c6c4a,findagrave,270008571
461c6c4a,tsncards,22544
4620d4fb,findagrave,211682254
4620d4fb,tsncards,138324
46224781,tsncards,82669
46242fc7,tsncards,9684
4625e2be,findagrave,233133426
4625e2be,tsncards,24659
462d0fdb,tsncards,58930
46313a43,tsncards,145768
46323bc2,tsncards,70763
46376741,tsncards,33373
46376741,tsncards,75267
46390d57,tsncards,120956
463c3c61,tsncards,11261
464145c8,tsncards,15271
4643e6f5,tsncards,164733
4645d5c0,tsncards,48460
