key_person,name_last,name_first,name_given,birth_year,birth_month,birth_day,altname_type,altname_lang,altname_last,altname_first,altname_given,altname_matrilineal,altname_nick,altname_date_start,altname_date_end
26b2a3c3,Harris,Bucky,Andrew,1906,9,25,legal,en,McGalliard,Harris,Andrew Harris,,,,
f64c4ac3,Mack,Denny,Dennis Joseph,1850,3,14,legal,en,McGee,Dennis,Dennis J.,,,,
975c808f,McGraw,Pat,Patrick J.,1858,,,birth,en,McGrath,Pat,Patrick J.,,,,
3be5ec15,Maguire,Tom,Thomas A.,,,,alt-spelling,en,McGuire,Tom,Thomas A.,,,,
75d9e7be,McCormick,Harry,Harry Elwood,1881,2,28,alias,en,McMahon,Harry,Harry,,,1902,1902
e2cd80f6,McNeeley,Hugh,Harris G.,1876,3,31,legal,en,McNeely,Horatio,Horatio Griffith,,,,
eb326b07,Sweeney,James,James Thomas,1865,6,,birth,en,McSweeney,James,James Thomas,,,,
55d02ecb,Rauschenberger,Cory,Cory B.,1984,7,31,alias,en,Meacham,Cory,Cory B.,,,,
cad4c73c,Thoele,Vern,Vernon V.,1920,2,15,alias,en,Meeks,Larry,Larry,,,1949,1949
45666400,Reyes,Ramon,Edwin Ramon,1981,10,22,alias,en,Mena,Juan,Juan,,,,
71596e0e,Crisostomo,Cristopher,Cristopher,1994,3,8,alias,en,Mercedes,Cristopher,Cristopher Crisostomo,,,,
0f5934ee,Meredith,Elmer,Elmer Leroy,1874,12,24,birth,en,Merideth,Elmer,Elmer Leroy,,,,
cb519947,Monroe,Frank,Frank C.,1855,,,legal,en,Metcalf,Frank,Frank,,,,
86e9d2f7,Mize,Raymond,Raymond J.,1924,8,12,birth,en,Mieczikowski,Ray,Raymond J.,,,,
0b7712b5,Meek,Dad,Frank J.,1867,3,14,legal,en,Mik,Franz,Franz,,,,
f62506f3,Michaelson,John,John August,1893,8,12,legal,en,Mikkola,August,August,,,,
de3d6bd3,Popovich,Nicholas,Nicholas M.,1922,,,alias,en,Milan,Nicholas,Nicholas,,,,
7b69caa5,Melton,Babe,Dave,,,,alt-spelling,en,Milton,Babe,Dave,,,,
63895f1c,Miyamoto,Toshio,Toshio,1933,4,26,alias,en,Miyamoto,Andy,Andy Toshio,,,,
8f92c299,Miller,Bill,William Alexander,1879,5,23,legal,en,Moeller,William,William Alexander,,,,
e8bb9cba,Martins-Molinari,Danny,Daniel,1996,5,8,alias,en,Molinari,Danny,Danny,,,,
b4d6de12,Harrison,Nick,Nicholas S.,1901,12,18,legal,en,Mondero,Nick,Nicholas S.,,,,
93a67d77,DellaMonica,Joseph,Joseph G.,1927,9,28,alt-spelling,en,Monica,Joseph,Joseph G.,,,,
0c3d408f,Moeller,Danny,Daniel Edward,1885,3,23,alias,en,Moore,,,,,1906,1906
fa1bc0ef,Carruth,Bill,Willis Frank,1922,9,30,birth,en,Moore,Bill,Willis Monroe,,,,
413e6e20,Morton,Sparrow,William P.,1858,8,7,legal,en,Moore,William,William P.,,,,
0bb43dde,Leister,Jordan,Jordan,,,,alias,en,Moore-Leister,Jordan,Jordan,,,,
46232e90,Feliz,Nelson,Nelson Adoni,1982,7,17,alias,en,Morban,Franklin,Franklin J.,,,,
18e52b87,Metro,Charlie,Charles,1918,4,28,birth,en,Moreskowich,Charles,Charles,,,,
6c356c1b,Vaught,Clarence,Clarence E.,1881,5,31,alias,en,Morgan,Cy,Cy,,,1914,
46609cfb,Gould,Harold,Harold Lorenzo,1924,9,29,alias,en,Morgan,Lawrence,Lawrence,,,1948,1948
fd8631cc,Moskowitz,Emil,Emil,1908,11,27,alt-spelling,en,Moscowitz,Emil,Emil,,,,
5f09b657,Richardson,Glen,Glemby Alvin,1927,4,18,birth,en,Mosley,Glemby,Glemby Alvin,,,,
d84addee,Joseph,Onil,Onil Allen,1982,2,12,alias,en,Mota,Miguel,Miguel,,,,
d61d6af8,Nash,Damond,Damond D.,1976,3,7,alias,en,Muhammad,Damon,Damon,,,,
4a6af2e6,Hughes,John,John Joseph,1883,6,4,legal,en,Mulgrew,John,John Joseph,,,,
5937420a,Johnson-Mullins,Chase,Chase Edward,1994,7,19,alias,en,Mullins,Chase,Chase Edward,,,,
59d0468b,Mulvey,Jim,James,,,,birth,en,Mulvihill,James,James,,,,
a75a5cc1,Mundo,Dominic,Dominic Donald,1910,7,23,legal,en,Mundo,Domenico,Domenico,,,,
dfe98ee2,Masaoka,Shinji,Shinji,1949,8,15,alias,en,Murakami,Shinji,Shinji,,,1972,
53626d02,Huston,Harry,Harry Emanuel Kress,1883,10,14,alias,en,Murphy,Harry,Harry,,,1905,1905
9d66a4b2,Gillispie,Murray,Murray,1908,,,alias,en,Murray,Red,Red,,,,
ecbf62a4,Marsh,Frank,Frank J.,1923,,,legal,en,Mushinski,Frank,Frank Marsh,,,,
61bd174c,Turbo,Johnni,Johnni Elijah,1988,12,9,birth,en,Myers,D'Arby,D'Arby Elijah,,,,
03945508,Misosky,Walter,Walter P.,1916,12,26,birth,en,Mystkowski,Walter,Walter,,,,
93be3c54,Alanís,Leonardo,Leonardo,1899,2,17,alias,en,Najo,Lee,Lee,,,,
0e8d5ba2,Nally,Alva,John Alva,1885,11,20,birth,en,Nalley,Alva,John Alva,,,,
a61d126b,Nam,Yoon-Hee,Yoon-Hee,1987,8,4,alias,en,Nam,Yoon Seong,Yoon Seong,,,2018,2018
ec11eefa,Navie,Walt,Walter John,1916,4,19,birth,en,Nawiensniak,Walter,Walter John,,,,
7654b4c6,Greene,Nelson,Nelson George,1899,9,20,alias,en,Nelson,George,George,,,1920,1920
aa9a691f,Markham,Duke,Melvin,1906,12,14,legal,en,Nesbit,Melvin,Melvin,,,,
576712ce,Nerino,Hal,Harold,1919,10,8,alias,en,Nevins,Harold,Harold,,,,
59f9fc99,Bell,Cool Papa,James Thomas,1903,5,17,birth,en,Nichols,James,James Thomas,,,,
b95f1255,Nichols,Joe,Joseph,,,,alt-spelling,en,Nickles,Joe,Joseph,,,,
7ff823b9,Nippert,Ben,Bernard Louis,1875,4,19,birth,en,Nipper,Ben,Bernard Louis,,,,
24fad623,Noh,Kyun-Eun,Kyun-Eun,1984,3,11,alt-spelling,en,No,Kyeong-eun,Kyeong-eun,,,,
6e5024cd,Nonemaker,Joe,Joseph Frank,1874,5,8,birth,en,Nonnenmacher,Joe,Joseph Frank,,,,
423355bc,Nops,Jerry,Jeremiah Henry,1875,6,23,legal,en,Nops,Fredrich,Fredrich Henry,,,,
847fed72,Norcabbage,Alex,Alex John,1883,9,22,birth,en,Norcevix,Alex,Alex John,,,,
f6da81f3,Martinez,Carlos,Carlos M.,1982,5,26,alias,en,Nova,Juan,Juan,,,,
2ca575cf,Nowaczyk,Edward,Edward M.,,,,alias,en,Novak,Edward,Edward M.,,,,
4218e2b6,Neu,Otto,Otto Adam,1894,9,24,alias,en,Nye,Otto,Otto Adam,,,,
01933977,Donovan,J.,J.,,,,alias,en,O'Brien,,,,,,
32ec2e68,Connors,Denny,Dennis S.,1864,,,birth,en,O'Connor,Denny,Dennis S.,,,,
cf7cb2c5,Pineda-O'Donnell,Mike,Mike,,,,alias,en,O'Donnell,Mike,Mike,,,,
da7f71fc,Ogrodowski,Joe,Joseph Anthony,1906,11,20,alias,en,O'Dowd,Joe,Joseph Anthony,,,1929,1931
19e4f5f5,Gorman,Daniel,Daniel F.,,,,alt-spelling,en,O'Gorman,Owen,Owen,,,,
9aed4cb2,Graham,Walter,Walter O.,1927,,,alt-spelling,en,O'Graham,Walter,Walter,,,,
64e20e8f,Oger,Robert,Robert,1930,,,legal,en,Ogrizovich,Robert,Robert,,,,
10a72a43,Ockey,Walter,Walter Andrew,1920,1,4,alt-spelling,en,Okpych,Walter,Walter,,,,
fea0b8ac,Barrett,Dick,Tracy Souter,1906,9,28,alias,en,Oliver,Dick,Richard,,,,
51491bfe,Ramirez,Emmanuel,Emmanuel,1979,11,2,alias,en,Olivero,Pedro,Pedro,,,,
3c1353bb,Olschewske,Jim,Eldon,1919,10,1,alt-spelling,en,Olszewski,Jim,James,,,,
d652ee29,Oltman,Vincent,Vincent C.,1922,10,26,birth,en,Oltman,Carroll,Carroll Vincent,,,,
3c12039e,Snell,Ian,Ian Dante,1981,10,30,alias,en,Oquendo,Ian,Ian,,,,
68c0be35,Ozark,Danny,Daniel Leonard,1923,11,26,legal,en,Orzechewski,Daniel,Daniel Leonard,,,,
54db2aa1,Osburn,Pat,Larry Patrick,1949,5,4,alt-spelling,en,Osborn,Pat,Larry Patrick,,,,
d223737c,Sykes,Stanley,Stanley John,1902,1,21,birth,en,Osickey,Stanley,Stanley John,,,,
7d5894e0,Ostaszewski,Chet,Chet A.,1926,,,alias,en,Oste,Lester,Lester,,,,
9798c82c,Rounds,Carl,Carl Otis,1931,12,31,birth,en,Owen,Ottis,Ottis Caryle,,,,
f67715fa,Piacentino,Anselmo,Anselmo M.,,,,alias,en,Pace,Sam,Sam,,,,
da48bdd3,Bennett,Alvin,Alvin,1916,,,birth,en,Paciorkowski,Alvin,Alvin,,,,
8989aac3,Carrick,Bill,William Martin,1873,9,5,alias,en,Page,Frank,Frank,,,1904,1904
1939dd55,Painter,Ed,Edward Huntington,1879,5,20,birth,en,Painter,Elliott,Elliott H.,,,,
4de97958,Popkay,Fred,Frederick W.,1865,11,14,birth,en,Pake,Fred,Frederick W.,,,,
e1b0c180,Schroeder,Rip,Wilmer Bryan,1908,12,12,birth,en,Paltz,Wilmer,Wilmer,,,,
8dbf8c1c,Pinelli,Babe,Ralph Arthur,1895,10,18,birth,en,Paolinelli,Rinaldo,Rinaldo Angelo,,,,
b740e0aa,Pak,Cheol-sun,Cheol-sun,1956,3,12,alt-spelling,en,Park,Chel,Chel S.,,,,
45c9d86a,Biron,Cal,Calvin,1926,1,20,alias,en,Parson,Calvin,Calvin,,,,
20cd66b2,Pascal,Robert,Robert Michael,1930,,,alias,en,Pasquale,Robert,Robert,,,,
d57b2261,Tiburcio,Daniel,Daniel,1987,8,14,alias,en,Paulino,Jorge,Jorge,,,2007,2009
23baaef3,Pesky,Johnny,John Michael,1919,2,27,birth,en,Paveskovich,Johnny,Johnny,,,,
42bd02a7,Pesky,Vince,Vincent Joseph,1921,8,21,birth,en,Paveskovich,Vince,Vincent J.,,,,
4037c9c0,Pavlovich,Steve,Steve G.,,,,alias,en,Pavlik,Steve,Steve G.,,,,
477db61a,Pavlopoulos,Yianni,Yianni,1994,10,23,alias,en,Pavlopoulos,John,John,,,,
b6b9374c,Peckenpaugh,Al,Alfred Bird,1864,1,21,birth,en,Peckinpaugh,Alfred,Alfred Bird,,,,
fff658a0,Peckenpaugh,Frank,Frank Cotton,1860,3,3,birth,en,Peckinpaugh,Frank,Frank Cotton,,,,
06b7ceff,Peploski,Henry,Henry Stephen,1905,9,15,alias,en,Pepper,Henry,Henry Stephen,,,,
4848a9f1,Perea-Griffeth,Cord,Cord,1994,8,25,alias,en,Perea,Cord,Cord,,,,
d77d1339,Perechinsky,Raymond,Raymond J.,,,,alt-spelling,en,Perechinski,Raymond,Raymond J.,,,,
652347e2,Perez,Angel,Angel,1996,8,26,alias,en,Perez-Vargas,Angel,Angel,,,,
17e42c32,Persons,Eddie,Edward Hiram,1873,3,15,birth,en,Person,Eddie,Edward Hiram,,,,
bb58c6d2,Nakada,Koji,Koji,1964,6,16,birth,en,Peterson,Mike,Michael Philip,,,,
8652445c,Petroff,Tom,Thomas A.,1927,1,27,alias,en,Petroff,Anastas,Anastas Andon,,,,
0849ac97,Petro,Charles,Charles Edward,1914,2,27,birth,en,Petrosevich,Charles,Charles,,,,
d3b3cec5,Clark,Jim,James,1927,9,21,legal,en,Petrosky,James,James,,,,
4c354a86,Petro,Paul,Paul,1934,,,birth,en,Petryczkowycz,Paul,Paul,,,,
5d5866a4,Pfrom,Christ,Christian,1871,,,birth,en,Pfromm,Christ,Christian,,,,
721486bd,Hoffman,,,,,,alias,en,Phillips,,,,,1906,1907
ffa68441,Kirchoff,Elmer,Elmer,1912,1,1,alias,en,Phillips,Al,Al,,,1933,1935
355f68b3,Piper,Frank,Frank,1879,1,,birth,en,Pieper,Frank,Frank,,,,
8acc3267,Piper,George,George,1876,12,,birth,en,Pieper,George,George,,,,
6ea6ca13,Robinson-Pierce,Whit,Whitney,1982,3,4,alias,en,Pierce,Whit,Whitney,,,,
ec83189a,Percy,Lou,Louis J.,1926,1,26,birth,en,Pierwsza,Lou,Aloysius J.,,,,
cd1b6ca7,Perkowski,Frank,Frank John,1914,1,7,birth,en,Piorkowski,Frank,Frank John,,,,
061cbdae,Huff,George,George Alexander,1872,6,11,alias,en,Pixley,George,George,,,1895,1897
3e94fe60,Perone,Richard,Richard A.,1938,,,legal,en,Pohle,Richard,Richard A.,,,,
99d20151,Poklemba,Andrew,Andrew E.,1920,5,24,alias,en,Pope,Andrew,Andrew E.,,,,
81707e38,Swift,Bill,William Vincent,1908,6,19,legal,en,Poproski,Bill,William Vincent,,,,
b8046f9e,Swift,Jim,James,1884,6,15,birth,en,Poproski,Michael,Michael,,,,
75fefd91,Power,Max,Max,,,,alias,en,Power-Kruger,Max,Max,,,,
c2825d5c,Rayle,Jose,Jose,1930,7,4,alias,en,Preciado,Jose,Jose,,,,
ebbe5159,Louico,Williams,Williams,1990,4,10,alias,en,Princivil,William,William,,,2008,2010
8d82ff4c,Puccinelli,George,George Lawrence,1907,6,22,legal,en,Puccinelli,Creonte,Creonte,,,,
7867e3eb,Brown,Raymond,Raymond Troy,,,,legal,en,Puckett,Raymond,Raymond Troy,,,,
f74a6cc9,Tejada,Arcadio,Arcadio Modesto,1937,,,alias,en,Quezada,Arcadio,Arcadio,,,,
3aa4bfc1,Rademacher,John,John,1862,5,,birth,en,Rademaker,John,John,,,,
50274e0b,Radwan,Pete,Peter John,1902,5,12,birth,en,Radwanski,Pete,Peter John,,,,
7594f434,Raffert,Bill,William Christian,1867,,,birth,en,Rafert,William,William C.,,,,
b2eebe9d,Espinosa,Victor,Victor Manuel,1980,12,31,alias,en,Ramirez,Wandar,Wandar,,,,
b2eebe9d,Espinosa,Victor,Victor Manuel,1980,12,31,alias,en,Ramirez,Wander,Wandar,,,,
64abdb06,Ramirez,Erick,Erick,,,,alias,en,Ramirez-Tejeda,Erick,Erick,,,,
7c0bc0fa,Kenny,Kenneth,Kenneth Eugene,1913,,,birth,en,Rasmussen,Kenneth,Kenneth Eugene,,,,
749d840c,Moreland,Emerson,Emerson Ready,1928,,,alias,en,Ready,Moreland,Moreland,,,,
ffa7e10f,Recio,Pompeyo,Pompeyo,1933,4,10,alias,en,Recio,Pompeyo,Pompeyo,,,,
aa9b9579,Brewster,Charlie,Charles Lawrence,1916,12,27,alias,en,Redburn,Jack,Jack,,,1949,1949
aa537ee8,Hart,John,John Henry,1948,7,21,alias,en,Reen,John,John Hart,,,,
0edab237,McCaffery,Robert,Robert K.,1932,1,29,alias,en,Reid,Douglas,Douglas Ross,,,,
5e8ea128,Rivard,Reggie,Rejean Louis,1978,3,13,alias,en,Rejean,Rhett,Rhett,,,,
eea8a325,Ralsh,Pat,Peter Patrick,1914,7,24,birth,en,Relzda,Peter,Peter James,,,,
5c13d50f,Alvarez,Isaac,Isaac Ridoslando,1943,,,alias,en,Rente,Isaac,Isaac,,,,
67640400,Kaiser,Kenneth,Kenneth,1942,,,alias,en,Reveron,Kenneth,Kenneth,,,,
61aa7992,Sánchez,Josías,Josías,1987,12,29,alias,en,Reynoso,Victor,Victor,,,2009,2009
3c6742e3,Richards,Allen,John Allen,,,,alias,en,Rich,Kid,Kid,,,1925,1925
722d1cf4,Bryan,Sam,Sam Tibets,1958,9,28,alias,en,Richardson,Sam,Sam Tibets,,,,
bb965c9f,Ricci,Pete,Peter Dewey,1897,6,2,alt-spelling,en,Richie,Pete,Peter Dewey,,,,
d68c99ef,Diaz,Rafael,Rafael Antonio,1981,6,13,alias,en,Rijo,Carlos,Carlos,,,,
d99b93a4,Wengrenovich,Daniel,Daniel,1926,,,alias,en,Ring,Daniel,Daniel,,,,
27c79ac9,Fisher,Casey,Casey F.,1912,4,21,legal,en,Ripka,Casey,Casey F.,,,,
bb965c9f,Ricci,Pete,Peter Dewey,1897,6,2,alt-spelling,en,Ritchie,Pete,Peter Dewey,,,,
4e356628,Vázquez,Felipe,Felipe Javier,1991,7,5,birth,en,Rivero,Felipe,Felipe Javier,,,,2018
452294d9,Coulson,Bob,Robert Jackson,1887,6,17,alias,en,Robb,,,,,1907,1908
bac9ad3e,Yates,Bob,Robert W.,1885,2,18,alias,en,Roberts,Bob,Bob,,,1907,1908
5c118751,Griffith,Calvin,Calvin Robertson,1911,12,1,birth,en,Robertson,Calvin,Calvin,,,,
d5547759,Robinson,Jack,John Washburn,1880,7,15,legal,en,Robinson,Arthur,Arthur Washburn,,,,
65912a40,Valdés,Andy,Andy Amaury,1998,12,8,alias,en,Rodriguez,Andy,Andy,,,,
07cc6526,Francia,Juan,Juan,1947,,,alias,en,Rodriguez,Francia,Francia,,,,
71b2a4bf,Clayton,Leonardo,Leonardo,1955,4,13,alias,en,Rodriguez,Leonardo,Leonardo,Clayton,,,
0d34ed13,Rodríguez,Yudier,Yudier,1983,12,12,alias,en,Rodríguez,Yudiel,Yudiel,León,,,
ee229d23,Floyd,Bubba,Leslie Roe,1917,6,23,alias,en,Roe,Bubba,Bubba,,,,
246985a4,Heusser,Ed,Edward Burlton,1909,5,7,alias,en,Rogers,,,,,1929,1929
246985a4,Heusser,Ed,Edward Burlton,1909,5,7,alias,en,Rogers,Ed,Edward,,,,
00b0d31d,Pena,Tony,Ramon Antonio,1982,1,9,alias,en,Rosario,Adriano,Adriano,,,2002,2004
350155ef,Roth,Allan,Allan,1917,5,10,birth,en,Roth,Abraham,Abraham,,,,
709af20f,Roth,Philip,Philip,,,,legal,en,Rothlisberger,Philip,Philip,,,,
b658f4b3,Eichberger,Charles,Charles R.,,,,alias,en,Rudolph,Ed,Ed,,,1911,1911
f4bc01e8,Ruger,Earl,Earl,1883,9,,alt-spelling,en,Rugar,Earl,Earl,,,,
6a099938,Dexter,Charles,Charles,1879,9,2,alias,en,Russell,Charles,Charles,,,1904,1904
fd2bd807,Rutkay,Gary,John Daniel,1926,11,13,legal,en,Rutkowski,Gary,John Daniel,,,,
0c30ec85,Schaub,William,William Henry,1889,9,18,alias,en,Ryan,,,,,1910,1910
15821de1,Moore,William,William F.,,,,alias,en,Ryan,,,,,1906,1906
40364c77,Rucidlo,Joseph,Joseph Ted,1916,2,16,birth,en,Rzucidlo,Joseph,Joseph T.,,,,
32f4d115,Derr,Doll,Luther,1891,11,22,legal,en,Sahm,Luther,Luther Derr,,,,
699934aa,Salm,Walter,Walter Peter,1882,9,14,birth,en,Salmburger,Walter,Walter P.,,,,
c3801190,Williams,J. D.,Jade D.,1997,3,21,alias,en,Salmon-Williams,J. D.,Jade D.,,,,2018
f46713b6,Taveras,Nelson,Nelson A.,1983,2,6,alias,en,Sanchez,Elby,Elby,,,,
c5399da6,Tavarez,Milton,Milton A.,1982,3,29,alias,en,Sanchez,Rafael,Rafael,,,,
bd05cb79,Ozuna,Ruben,Ruben J.,1991,8,20,alias,en,Sanchez,Ruben,Ruben,,,2010,2010
deb13b9e,Guerrero,Aneury,Aneury O.,1983,3,16,alias,en,Santana,Candido,Candido A.,,,,
43a38bdc,Sinton,Bill,William Thomas,1921,9,20,birth,en,Santobianco,William,William,,,,
f3279ad3,Severin,William,William J.,1915,4,20,alias,en,Savitsky,William,William J.,,,,
ba55a42e,Sieradski,Thomas,Thomas Harry,1925,,,alias,en,Sawyer,John,John Thomas,,,,
63522395,Scagliarini,Americo,Americo,1916,,,alias,en,Scagg,Charlie,Charlie,,,,
4587a767,Martin,Al,Albert Lee,1967,11,24,alias,en,Scales-Martin,Albert,Albert,,,,
16f7473c,Schieffer,Tony,Francis Anthony,1887,9,12,birth,en,Schieffer,Franz,Franz Anton,,,,
441225d4,Shaffer,Frank,Francis X.,1859,12,6,birth,en,Schiffhauer,Frank,Francis X.,,,,
fb5f66c5,Slagle,John,John A.,1869,11,,birth,en,Schlagle,John,John A.,,,,
69b8b8ea,Smith,Billy,Frederick William,1861,4,,legal,en,Schmidt,Frederick,Frederick William,,,,
2e658a3e,Smith,John,John L.,1889,2,10,birth,en,Schmitz,Johann,Johann,,,,
d9d28d5d,Collars,Cap,Cap,1867,8,29,birth,en,Schmuck,Charles,Charles B.,,,,
11c3769e,Snyder,Chubby,Alfred Joseph,1890,8,20,legal,en,Schneider,Alfred,Alfred Joseph,,,,
ee97aeb9,Snyder,William,William J.,1881,3,7,birth,en,Schneider,William,William J.,,,,
a50793b6,Kane,Harry,Harry,,,,alias,en,Schoenberg,Harry,Harry,,,,
6a099938,Dexter,Charles,Charles,1879,9,2,legal,en,Schoenberger,Charles,Charles Russell,,,,
08085f73,Sherry,Fred,Fred Peter,1889,6,13,legal,en,Schuerholz,Fred,Fred Peter,,,,
5af07eaa,Gessler,Doc,Henry Homer,1880,12,23,alias,en,Schultz,Harry,Henry H.,,,,
0f334708,Schulz,Otto,Otto Christian,1931,3,18,alt-spelling,en,Schultz,Otto,Otto Christian,,,1950,1950
97872898,Schultz,George,George E.,,,,alt-spelling,en,Schulz,George,George E.,,,,
060bff06,Schesler,Dutch,Charles,1900,6,1,legal,en,Schussler,Charles,Charles,,,,
d5b8fc6a,Howlan,Frank,Francis A.,1924,12,15,alias,en,Schwartz,Frank,Frank,,,,
d655a94a,Sullivan,James,James M.,,,,alias,en,Scully,James,James M.,,,,
f81609e3,Moseley,Marcus,Marcus Arthur,1980,8,12,alias,en,Sents,Marcus,Marcus,,,,
70116ec3,Frias,Juan,Juan C.,1979,8,7,alias,en,Severino,Cleris,Cleris Kervin,,,,
cfc22fd4,Dick,William,William R.,1918,,,alias,en,Sharkey,Dick,Dick,,,,
cfc22fd4,Dick,William,William R.,1918,,,alias,en,Sharkey,William,William R.,,,,
a07656ae,Schaub,Frank,Frank Robert,1879,12,16,birth,en,Shaub,Frank,Frank Robert,,,,
e389a45f,Russell,Paul,Paul A.,1871,3,20,legal,en,Sheeder,Benjamin,Benjamin Philip,,,,
58a64c14,Sheehan,Owen,Owen H.,1870,11,28,birth,en,Sheenan,Owen,Owen H.,,,,
e140d697,Edmonston,Sam,Samuel Sherwood,1883,8,30,alias,en,Sherwood,Sam,Sam,,,1905,1905
c99dd246,Shugart,Frank,Frank Harry,1866,12,10,legal,en,Shugarts,Frank,Frank Harry,,,,
91e62670,Sills,Ernest,Ernest,1920,10,29,birth,en,Silverman,Aaron,Aaron,,,,
c20474fe,Shawkey,,,,,,legal,en,Simmons,,,,,,
2cf17569,Horsford,James,James Gelman,1938,9,30,alias,en,Simon,James,James Gelman,,,,
b2600f81,Simone,Peter,Peter John,1935,,,birth,en,Simonovitch,Peter,Peter J.,,,,
b14718f0,Sarana,Garinder,Garinder,,,,alias,en,Singh-Sarana,Garinder,Garinder,,,,
16ac2d1d,Siverio,Misael,Misael,1989,6,12,alt-spelling,en,Siverio,Misael,Misael,Mesa,,,
cdd9d5c2,Smykal,Frank,Frank John,1889,10,13,birth,en,Smejkal,Frank,Frank John,,,,
3e311526,Barngrover,Charles,Charles Andrew,1883,1,1,alias,en,Smith,,,,,1910,1910
f108e58b,Sitton,Carl,Charles Vedder,1881,9,22,alias,en,Smith,Sid,Sid,,,1905,1905
073c9f7f,Bluejacket,Jim,James,1887,7,8,legal,en,Smith,William,William Lincoln,,,,
9c28c4a3,Brennan,Taylor,Taylor R.,1992,1,31,alias,en,Smith-Brennan,Taylor,Taylor R.,,,,
519c18e9,Concepcion,Ambiorix,Ambiorix M.,1982,3,19,alias,en,Solano,Roberto,Roberto M.,,,,
68ad7654,Reese,Jimmie,James Herman,1901,10,1,birth,en,Solomon,Hyman,Hyman,,,,
0d7835de,Almonte,Aneury,Aneury Antonio,1980,9,15,alias,en,Soto,Wilber,Wilber Arismendy,,,,
b847d726,Smargiassi,Arthur,Amerigo,1909,2,18,alias,en,Sparg,Arthur,Arthur,,,,
da47bbaa,Spahr,Larry,Lawrence,1883,12,6,birth,en,Sporer,Lawrence,Lawrence John,,,,
2ca3d76f,Te Roller,Henry,Henry,1890,9,6,alias,en,Spriggs,Henry,Henry,,,,
16d07eb7,Chichilitti,Nicholas,Nicholas Peter,1941,,,alias,en,Stampone,Nicholas,Nicholas,,,,
a9e21909,Durham,Bull,Louis Staub,1877,6,27,birth,en,Staub,Louis,Louis Raphael,,,,
ccedf7ac,Stefan,John,John,1918,,,legal,en,Stefanovich,John,John,,,,
daa19f49,Stephens,Benjamin,Benjamin F.,1855,8,16,birth,en,Stephani,Benjamin,Benjamin,,,,
fa7b53c3,Stephens,Ben,George Benjamin,1867,9,28,alt-spelling,en,Stephen,George,George B.,,,,
a17e0b76,Stephens,Albert,Albert Houston,1929,9,12,birth,en,Stephens,Houston,Houston Albert,,,,
8692aaf0,Hlister,Dick,Richard Steven,1936,10,31,alias,en,Steven,Richard,Richard,,,1963,1963
fda6cc4d,Cutshaw,George,George William,1886,7,29,alias,en,Stevens,George,George,,,1908,1908
74de0e8e,Griffin,Steve,Stephen J.,1872,9,3,alias,en,Stevens,John,John,,,1906,1906
b3e26bfa,Mizerak,Steve,Stephen,1914,6,27,alias,en,Stevens,John,John,,,1949,1949
b27fa925,Stewart,Claude,Claude Edward,1870,6,,birth,en,Stewart,Claudeious,Claudeious Edward,,,,
14e1a710,Stockton,Dick,Richard Edward,1942,10,12,birth,en,Stockvis,Dick,Richard Edward,,,,
9cde6d5b,Strauss,Joe,Joseph,1858,11,16,birth,en,Strasser,Joseph,Joseph,,,,
803bd388,Cooper,Con,Con,,,,alias,en,Stringer,Bert,Bert,,,,
196b5502,Stucke,William,William Benjamin,1877,2,24,birth,en,Stucke,Wilhelm,Wilhelm Benjamin,,,,
8bfc7a41,Bandy,Frank,Frank S.,1908,3,15,legal,en,Supernowicz,Frank,Frank S.,,,,
ede93ba0,Colás,Carlos,Carlos Celestino,1917,12,4,legal,en,Susé,Carlos,Carlos Celestino,Cuesta,,,
92c7cdb4,Schweitzer,John,John F.,1854,11,,alt-spelling,en,Sweitzer,John,John F.,,,,
b9e4b4f7,Sepkowski,Ted,Theodore Walter,1923,11,9,legal,en,Szczepskowski,Theodore,Theodore Walter,,,,
b9e4b4f7,Sepkowski,Ted,Theodore Walter,1923,11,9,alt-spelling,en,Szepkowski,Theodore,Theodore,,,,
b56a6a18,Sheftic,Walter,Walter S.,1916,10,17,legal,en,Szewczyk,Walter,Walter S.,,,,
f76a70f3,Soskovic,Joe,Joseph P.,1925,11,4,birth,en,Szostkiewicz,Joe,Joseph P.,,,,
c02eb275,Kelly,Jim,James Robert,1884,2,1,legal,en,Taggert,Bob,Robert John,,,,
5511b844,Harris,Curtis,Curtis,1905,2,14,birth,en,Taplan,Curtis,Curtis,,,,
fe1a5235,Tavares,Anderson,Anderson Jose,1982,2,14,alias,en,Tavarez,Carlos,Carlos,,,,
26038bf5,Figueroa,Martin,Martin,1995,12,14,alias,en,Taveras,Martin,Martin,,,,2015
39c7f019,Wingrove,Rixon,Rixon James,2000,5,23,alias,en,Taylor-Wingrove,Rixon,Rixon James,,,,
5131f27e,Terrien,Edmund,Edmund,1861,4,1,birth,en,Therrien,Edmond,Edmond,,,,
15d91f82,Knode,Mike,Kenneth Thomson,1895,11,8,alias,en,Thompson,,,,,1915,1915
8848a7c8,Thurman,Hal,Hal Clark,1881,7,29,birth,en,Thurman,Harold,Harold Clark,,,,
62e1164b,Tillotson,Thad,Thaddious Asa,1940,12,20,legal,en,Tillatson,Thad,Thaddious Asas,,,,
c884fe27,Tomek,Joseph,Joseph T.,1930,,,birth,en,Tometchko,Joseph,Joseph,,,,
